lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.198964
# Diagonal elements of inverse mass matrix:
# 0.071488, 0.0141097, 0.0955534, 0.0294836, 0.00692912, 0.0179084, 0.0339746, 0.011289, 0.0329946, 0.0445023, 0.878209, 0.00959064, 1.31286, 0.489549, 0.166844, 0.0875661, 0.189503, 0.0730274, 0.0442748, 0.303282, 0.0596782, 0.280254, 0.388734, 0.532638, 0.185985, 0.170549, 0.33006, 0.0700804, 0.0881446, 0.0517018, 0.161724, 0.238797, 0.274742, 0.0273361, 0.169027, 0.265579, 0.0686061, 0.160033, 0.405922, 0.102988, 0.108983, 1.72367, 0.0607155
-4156.67,0.909075,0.198964,4,15,0,4180.46,108.994,33.8184,196.631,58.4188,66.0062,66.5215,24.7382,49.4158,17.278,162.444,250.325,29.085,216.213,-0.554354,-0.803942,-1.18059,-1.02635,-1.48963,-1.46177,-0.934203,-1.3436,-0.750505,-0.338572,-0.00689432,-1.02536,-0.941202,0.0478093,0.239024,0.145946,0.181922,0.142918,0.0746452,0.104285,0.368634,0.30152,0.0720001,0.0362357,0.147946,0.0263176,-0.839073,0.451718,-1.20221,1.15902,0.574443,0.447561,0.307097,0.358313,0.225455,0.231826,0.392899,0.260904,0.472128,0.712788,0.993129,0.358668,0.390159,-33.7748,-38.5907,-32.3846,-46.7467,-39.805,-39.6002,-38.5802,-48.5585,-38.7395,-36.472,-48.7131,-36.4576,-38.6008,-36.3077,-40.4871,-49.1283,-43.4489,-34.5913,-40.6736,-43.6448,-34.099,-40.396,-44.1892,-40.3614,-39.4136,-32.254,-32.9416,-38.0184,-41.5384,-32.3371,-31.6883,-37.7903,-37.7519,-32.0487,-38.3769,-31.9075,-28.7683,-46.9857,-36.3895,-41.8237,-42.6112,-40.4333,-35.1989,-38.1921,-35.2707,-33.1358,-30.3871,-39.3381,-37.0625,-35.8409,-45.6029,-45.6738,-33.8888,-34.7572,-32.2245,-34.7749,-39.73,-43.288,-42.7087,-42.9179,-40.5477,-46.0952,-51.134,-28.1788,-32.001,-42.8486,-40.1009,-31.6269,-34.027,-36.7503,-33.3868,-30.1138,-37.2768,-35.0828,-46.1553,-29.9432,-33.5857,-42.5762,-41.2674,-32.4506,-42.9732,-37.8375,-41.2505,-27.3047,-42.8212,-53.5011,-42.6953,-37.8333,-39.0759,-37.6672,-40.4416,-44.3399,-43.1834,-38.3414,-41.0436,-35.8883,-34.2357,-36.02,-36.8892,-32.7694,-37.5967,-31.4357,-30.5997,-34.6239,-29.5824,-37.7374,-38.6284,-33.9015,-39.2782,-42.3522
-4156.1,0.990006,0.198964,5,31,0,4166.35,82.0386,36.1206,209.322,53.4193,66.6068,62.1179,28.0195,55.5257,18.4012,196.167,287.511,31.6003,176.627,-0.767238,-0.76272,-0.99579,-1.3124,-1.63943,-1.53097,-0.381961,-1.39077,-1.07065,-0.00135585,0.0617821,-1.0605,-1.69603,0.0987068,0.172852,0.232392,0.188728,0.138256,0.0691153,0.0998336,0.288217,0.1523,0.055841,0.034461,0.199867,0.067317,-1.14319,0.61674,-1.97289,0.630948,0.464294,0.466396,0.369431,0.269173,0.19409,0.216326,0.682521,0.248884,0.342786,0.998645,1.06373,0.346283,0.183409,-33.943,-38.3393,-31.9538,-47.1925,-40.5192,-38.7346,-38.9664,-47.6129,-39.2412,-35.1091,-47.966,-37.1944,-37.9704,-35.7483,-40.4631,-47.6775,-43.5435,-34.337,-39.9325,-43.8475,-33.7722,-41.1239,-43.6716,-39.468,-39.4415,-32.1357,-31.725,-38.2322,-41.6848,-32.0585,-31.5337,-38.724,-37.4202,-32.3693,-38.1598,-31.7549,-27.333,-49.1029,-37.7829,-41.3669,-43.3537,-41.7639,-35.4519,-37.3171,-35.2078,-33.2548,-30.0374,-39.4567,-37.4813,-36.3741,-46.6518,-45.7722,-34.149,-35.0526,-32.0051,-34.3316,-39.5713,-42.1939,-43.2454,-42.7488,-40.2082,-47.4205,-51.3607,-27.7239,-32.7945,-41.6556,-39.8262,-31.1271,-33.8149,-36.4067,-33.3839,-30.3786,-37.3998,-35.1864,-46.4007,-30.2931,-32.8089,-42.7217,-41.309,-32.4721,-42.1409,-37.8397,-41.2964,-27.344,-43.2867,-52.4641,-43.0565,-38.6973,-38.7826,-37.9851,-40.1748,-44.807,-43.3892,-38.1518,-40.9819,-35.8513,-34.4661,-34.6918,-37.2255,-32.4994,-38.0544,-31.4449,-30.0896,-33.8565,-29.4159,-38.3472,-38.8758,-33.4265,-39.9368,-43.4906
-4161.85,0.950934,0.198964,5,31,0,4177.42,78.6543,33.6338,204.785,57.4367,68.7996,75.3558,23.5937,51.212,16.2717,155.546,243.942,31.0696,195.29,-1.00269,-0.975448,-1.26073,-0.971629,-1.43699,-1.23346,-0.645295,-1.20541,-0.450337,-0.356138,-0.451927,-1.30079,-1.00559,0.0243818,0.234653,0.161493,0.212837,0.161777,0.0540587,0.131749,0.362068,0.301316,0.0611823,0.0350626,0.153446,0.0518413,-1.20106,0.357155,-1.8747,1.49547,0.366891,0.377023,0.283446,0.378466,0.237641,0.291283,0.524508,0.29957,0.637413,0.700376,0.636401,0.272317,0.365828,-33.4422,-37.3607,-32.5913,-46.289,-40.2335,-39.541,-39.7617,-49.209,-38.7461,-36.0614,-49.0103,-37.4429,-38.6777,-35.7409,-41.2901,-48.148,-43.1766,-34.1428,-40.2268,-43.6184,-34.0962,-40.4218,-44.0116,-40.132,-39.9519,-32.4005,-32.2015,-37.6164,-42.0657,-32.0691,-31.9767,-37.4919,-37.5213,-32.5679,-38.7861,-32.1025,-28.13,-47.4814,-36.8237,-43.3549,-42.3809,-41.4179,-35.6927,-38.1309,-34.9512,-33.6819,-29.7081,-39.2346,-36.476,-36.4827,-45.535,-46.3588,-34.5314,-34.625,-32.4827,-34.7271,-40.1016,-42.8679,-43.7415,-42.7255,-40.9924,-45.9277,-51.9289,-28.1603,-31.9763,-43.3217,-39.6869,-31.0103,-33.9325,-36.4687,-33.6098,-30.2407,-37.8018,-34.5685,-45.1056,-30.8386,-34.1211,-42.3222,-40.8472,-33.1672,-42.7667,-38.0171,-41.2284,-26.7126,-42.3842,-53.1582,-41.9362,-38.8128,-38.95,-37.1818,-40.3433,-44.5048,-43.5354,-38.084,-40.8209,-36.1348,-34.5279,-36.1152,-37.1735,-32.5069,-37.5363,-32.0361,-30.4022,-35.3528,-29.3019,-37.8883,-38.5959,-33.7858,-39.2612,-41.9958
-4159.74,0.942516,0.198964,5,31,0,4179.8,105.582,36.2395,208.315,61.2994,65.4088,54.6891,27.4737,54.0547,18.1715,184,299.576,31.9763,143.018,-0.278493,-0.95171,-1.17473,-0.989924,-1.68515,-1.65684,-0.613479,-1.42281,-0.914547,-0.120275,0.360994,-1.12425,-1.54156,0.0824877,0.257799,0.222114,0.214023,0.163305,0.0917263,0.106364,0.32738,0.176729,0.0381835,0.0344283,0.18216,0.057521,-0.993826,0.771269,-1.8167,1.04875,0.756924,0.38608,0.308902,0.371605,0.185416,0.190742,0.541464,0.241036,0.400698,0.886676,1.43476,0.324896,0.214047,-33.3087,-39.2852,-31.739,-46.2438,-40.0674,-39.1254,-38.6572,-48.5319,-39.0645,-35.5499,-48.4597,-36.9149,-38.6734,-35.7931,-41.1021,-48.665,-42.8538,-34.1974,-40.0092,-44.4152,-33.7058,-41.0574,-43.6533,-39.4541,-39.5014,-31.6961,-31.4766,-37.7454,-41.7223,-32.0209,-31.4309,-37.9295,-37.8384,-32.2871,-38.5054,-31.7552,-28.042,-49.2498,-37.873,-43.0829,-42.1469,-41.1763,-35.4785,-38.6963,-34.9483,-33.0903,-29.6754,-39.4292,-36.7491,-35.6468,-45.8314,-45.8478,-33.9186,-35.1928,-32.2678,-34.2859,-39.2357,-43.1318,-44.519,-42.5615,-41.0762,-46.8824,-52.1027,-27.3366,-32.0289,-42.5937,-39.8924,-31.4207,-33.9469,-36.8527,-32.7303,-30.1997,-37.8538,-35.1247,-46.5529,-29.5161,-33.1393,-42.5717,-40.8752,-32.4866,-42.5592,-38.03,-40.8571,-26.4366,-42.3489,-52.349,-42.3225,-38.4381,-38.9654,-37.5936,-39.7785,-44.4609,-43.1795,-37.9751,-40.4259,-35.8758,-35.0495,-35.7034,-37.1227,-32.4357,-37.7411,-31.7039,-30.7873,-34.6067,-29.4278,-38.33,-38.4694,-33.2679,-39.7623,-42.4197
-4162.91,0.88698,0.198964,5,31,0,4183.25,72.7592,40.8549,223.886,53.2512,74.1209,73.7067,27.4567,55.8104,17.266,173.66,247.586,29.224,171.308,-1.42318,-0.475992,-1.13579,-1.1783,-1.64838,-1.32425,-0.716421,-1.15535,-0.76016,-0.270589,-0.370268,-1.3164,-1.29391,0.0461579,0.212055,0.158798,0.222749,0.244626,0.056395,0.0528359,0.311317,0.337522,0.0820066,0.0407234,0.150276,0.0254168,-1.22775,0.489703,-1.86316,1.23663,0.240946,0.621269,0.32117,0.307802,0.192361,0.266004,0.488497,0.314947,0.467591,0.76293,0.690549,0.2681,0.274197,-34.0072,-37.5293,-31.2961,-46.848,-40.2859,-39.1145,-37.6934,-48.4085,-38.6143,-36.633,-48.5593,-36.6395,-38.5109,-35.9706,-40.4756,-48.0177,-42.755,-34.0928,-41.2273,-44.1858,-33.7177,-41.0947,-44.2128,-40.2017,-39.5694,-32.2925,-32.4422,-37.7407,-42.07,-32.8745,-31.9046,-38.4576,-36.6984,-32.4966,-38.0259,-31.7455,-26.269,-48.1407,-37.1617,-41.5929,-43.2706,-40.1193,-34.7554,-37.4263,-34.8174,-33.1117,-30.5769,-38.5666,-35.6074,-36.021,-45.555,-46.1384,-34.0728,-35.1766,-31.8848,-34.4578,-39.9426,-43.7498,-44.8621,-45.0955,-40.6309,-48.618,-51.5666,-28.3755,-31.9557,-44.0498,-39.3485,-31.1314,-34.0787,-37.237,-33.5562,-30.1243,-37.6987,-34.7761,-45.3899,-30.8904,-34.5407,-42.2085,-40.2543,-32.6981,-42.8889,-37.9433,-41.6146,-27.7985,-42.2126,-54.238,-42.3699,-38.865,-38.6661,-36.6126,-40.5633,-46.1163,-45.362,-37.9377,-41.2956,-36.0421,-33.987,-35.2053,-37.2139,-32.7554,-37.2667,-31.6296,-30.1309,-34.9168,-29.2269,-38.1275,-39.1197,-33.4169,-40.1206,-42.4223
-4167.25,0.996486,0.198964,5,31,0,4188.43,99.4808,26.088,195.316,63.9707,57.6586,53.6097,24.1242,52.509,20.5186,176.435,284.229,27.9077,228.967,-0.551814,-1.19072,-1.1129,-1.08763,-1.52022,-1.53892,-0.934057,-1.27711,-1.0024,-0.114078,0.138771,-1.05522,-1.43035,0.0432188,0.18048,0.1299,0.175556,0.227098,0.0881245,0.0294577,0.320928,0.175337,0.0598274,0.0345469,0.280586,0.0496385,-1.23517,0.777305,-1.53425,1.19005,0.575904,0.304003,0.328605,0.337015,0.218664,0.214613,0.392956,0.278842,0.366999,0.892188,1.14886,0.348116,0.239224,-33.2834,-38.0268,-31.5297,-45.3884,-38.7937,-39.3149,-38.0981,-48.6174,-39.1888,-35.5685,-48.1155,-38.4068,-37.3169,-36.382,-40.3474,-47.8045,-43.7298,-33.5589,-41.4617,-41.016,-35.1346,-41.3723,-43.6581,-40.178,-39.5215,-32.2252,-32.507,-38.5438,-42.1738,-32.5902,-31.7954,-38.0507,-37.7977,-32.8021,-38.0739,-31.4701,-28.8929,-48.7886,-37.5073,-41.9924,-44.2049,-42.1731,-35.9491,-37.3423,-35.3108,-33.1031,-29.2622,-39.9233,-37.0927,-36.5501,-46.9073,-46.0819,-34.1798,-35.1454,-32.1586,-34.8159,-39.5886,-42.4656,-42.521,-43.1168,-40.4766,-46.8109,-51.8248,-27.3211,-32.8443,-42.0822,-39.7732,-31.3478,-34.595,-36.8761,-32.8956,-29.7852,-37.2694,-35.572,-46.086,-30.0975,-34.3166,-41.8994,-41.2398,-32.3909,-42.2606,-38.2868,-41.3238,-27.0127,-42.3529,-52.4015,-43.317,-37.3883,-39.2891,-38.4983,-40.4361,-44.6796,-43.9006,-38.2555,-40.6642,-36.0617,-35.0636,-36.2275,-37.4153,-32.5905,-38.0359,-31.5663,-31.0128,-34.448,-29.5737,-38.539,-38.4185,-33.0829,-40.0978,-43.1158
-4161.61,0.963558,0.198964,5,31,0,4186.22,86.2274,42.5256,234.591,52.8651,71.5522,74.3246,29.0729,47.8005,13.8898,170.388,278.471,31.2068,140.803,-0.961769,-0.442245,-1.08727,-1.27213,-1.77255,-1.43383,-0.713417,-1.6325,-0.78425,-0.242829,-0.117065,-1.20804,-1.38144,0.0664255,0.22554,0.182163,0.226979,0.173792,0.0683971,0.0988994,0.338699,0.338566,0.0562641,0.0491482,0.232669,0.0191188,-1.15962,0.591403,-1.45661,1.23365,0.382216,0.642592,0.337134,0.280233,0.169898,0.238394,0.489967,0.195441,0.456462,0.784405,0.889527,0.298782,0.251215,-34.4548,-39.1586,-31.4127,-48.2603,-40.5988,-37.9926,-38.9025,-48.1364,-39.1598,-36.8246,-48.7122,-38.2783,-39.2898,-35.733,-41.6263,-48.0646,-42.8761,-34.7638,-40.7677,-44.9682,-34.3476,-42.6936,-43.5478,-39.8543,-39.9272,-31.4762,-32.2042,-37.5135,-42.7086,-32.4835,-31.9309,-37.8072,-36.8799,-32.5069,-38.44,-31.8693,-27.0856,-50.3928,-37.0627,-42.1554,-41.739,-40.7243,-35.2372,-37.4163,-34.6666,-32.9221,-31.1009,-38.6781,-36.5124,-35.6436,-45.2156,-46.2352,-33.9209,-34.9642,-31.7565,-34.2243,-39.6563,-43.2599,-42.9165,-43.5959,-41.4342,-47.6921,-51.5601,-27.8816,-31.467,-42.7437,-38.967,-31.0316,-34.0237,-37.741,-33.1578,-30.2554,-38.3645,-34.3619,-45.5615,-30.5041,-34.5869,-41.6801,-40.2067,-32.6758,-41.1383,-38.0248,-41.855,-27.3022,-42.1038,-53.334,-42.725,-37.9078,-38.3991,-36.557,-39.6747,-44.9503,-43.6034,-37.6513,-40.5784,-35.8316,-34.1041,-34.5487,-37.7681,-32.5026,-37.2273,-31.5939,-30.2065,-34.4766,-29.6507,-39.0637,-38.3611,-33.0748,-40.875,-42.1071
-4166.96,0.901881,0.198964,4,15,0,4186.17,101.56,41.2986,234.098,59.2112,67.9063,75.2837,28.8417,53.856,11.9918,182.703,281.944,29.8123,121.477,-0.675042,-0.735067,-1.08498,-1.3588,-1.83576,-1.34119,-0.802251,-1.65323,-0.596634,-0.549494,-0.291603,-1.19508,-1.24153,0.0612567,0.193691,0.165564,0.238587,0.202482,0.0709548,0.142342,0.363784,0.363468,0.0478489,0.0440128,0.30801,0.0302027,-1.2312,0.568758,-1.72976,0.95288,0.509135,0.479473,0.337909,0.256968,0.159492,0.261535,0.448319,0.19143,0.550662,0.577242,0.747065,0.302681,0.288942,-33.2755,-38.5328,-31.599,-48.5871,-40.2148,-39.4633,-39.0217,-49.3033,-39.2281,-37.0727,-48.8442,-39.2088,-38.9306,-35.7771,-42.4723,-48.5268,-43.5464,-34.4475,-41.4812,-44.5634,-34.9135,-41.9129,-45.333,-40.1096,-39.619,-31.5255,-32.3722,-37.5447,-42.1551,-32.3109,-30.9333,-37.3046,-37.1314,-32.1903,-37.7609,-31.5616,-26.7966,-52.0005,-38.2944,-42.5636,-43.0669,-41.413,-35.5298,-37.1226,-34.747,-32.5449,-30.6702,-38.4024,-37.177,-35.4696,-45.6879,-45.951,-33.5054,-35.0414,-31.5096,-33.8461,-38.7687,-43.8482,-42.6731,-43.4031,-40.7855,-48.3186,-51.5719,-27.4101,-31.3556,-42.1734,-39.8126,-32.2092,-33.9549,-37.9963,-32.3676,-29.7423,-37.5898,-34.1683,-47.7704,-29.8289,-33.8578,-42.2017,-40.7442,-32.0959,-43.5465,-38.0922,-40.6178,-27.0609,-42.2154,-53.8904,-42.8784,-38.0765,-38.7352,-37.528,-39.3885,-44.7162,-43.4367,-37.6791,-40.038,-35.0319,-34.5254,-36.2875,-36.8913,-32.5475,-37.2941,-31.3702,-31.051,-34.0186,-29.6066,-38.1969,-37.9876,-32.8158,-40.1126,-42.7978
-4170.43,0.864357,0.198964,4,15,0,4189.85,67.2638,33.8806,184.237,50.6804,66.8188,59.7519,31.4403,53.9512,15.9396,156.802,274.338,29.5883,261.195,-1.19876,-0.615038,-1.10976,-0.812641,-1.41037,-1.26438,-0.155337,-1.0876,-0.678591,-0.324541,0.378686,-1.06191,-1.35123,0.0277882,0.184916,0.199838,0.211221,0.0731249,0.0964397,0.111552,0.313989,0.363117,0.0683595,0.0224584,0.175603,0.0767495,-0.585884,0.52848,-1.57002,1.1745,0.301569,0.540621,0.329637,0.443685,0.244053,0.282414,0.856127,0.337025,0.507331,0.722859,1.46036,0.345796,0.258921,-33.937,-37.5009,-33.4808,-45.3917,-40.3783,-40.318,-39.5119,-49.1245,-38.7809,-35.8175,-48.6479,-37.1299,-37.4939,-36.9475,-40.5232,-47.6008,-44.4419,-34.6171,-40.2519,-43.4056,-34.4825,-40.4227,-43.9809,-40.6373,-39.7473,-32.4828,-32.5037,-38.6137,-41.8565,-31.8778,-32.188,-38.5035,-37.6008,-32.645,-38.3088,-32.34,-28.8228,-45.4252,-36.0321,-40.6333,-42.6541,-41.7189,-35.6473,-37.4977,-35.6165,-34.0522,-28.9661,-39.5802,-37.1955,-36.8391,-46.3695,-46.0112,-34.733,-34.6386,-32.8692,-35.0777,-40.5203,-41.2254,-42.1662,-41.9173,-40.5295,-45.4866,-51.0768,-28.3029,-33.5613,-42.0057,-40.5024,-31.0105,-33.8539,-37.0924,-33.8338,-30.4503,-37.1259,-35.1996,-45.1514,-30.6208,-32.9082,-42.9902,-41.4167,-33.1537,-43.2834,-37.9596,-41.4589,-27.0802,-42.8403,-52.3817,-42.3708,-39.9206,-39.2309,-38.1353,-41.1893,-44.2522,-43.1275,-38.6671,-41.0632,-36.1629,-34.4914,-35.0709,-37.2416,-32.9589,-38.2995,-32.0069,-30.0059,-35.0731,-29.522,-37.985,-39.1941,-34.7134,-39.5489,-42.721
-4174.13,0.855618,0.198964,5,31,0,4196.93,87.4699,34.2796,195.575,47.8545,59.2083,58.7049,31.007,46.7814,13.8882,147.867,285.565,31.5586,213.506,-0.618598,-0.519553,-1.15269,-1.2752,-1.73898,-1.40768,0.0958498,-1.5425,-0.795572,-0.0506969,0.520921,-1.25299,-1.39296,0.165002,0.269168,0.233119,0.179625,0.302385,0.0567196,0.0719292,0.32024,0.316739,0.0718957,0.0337132,0.259395,0.0060813,-1.06019,0.844295,-1.72733,1.75279,0.538699,0.594787,0.315785,0.279375,0.1757,0.244711,1.10059,0.213846,0.451323,0.950567,1.68358,0.28565,0.24834,-33.4294,-38.1224,-31.4683,-47.9117,-40.7516,-39.114,-38.259,-46.9155,-39.4724,-35.8951,-48.5577,-38.9317,-39.0436,-35.0646,-40.7299,-46.3301,-43.0183,-33.6388,-38.9046,-43.0956,-35.5226,-42.1833,-43.8173,-40.5151,-40.4869,-31.7082,-31.0018,-38.0557,-42.5731,-32.532,-32.0272,-38.2504,-37.6545,-32.9149,-38.5328,-31.9162,-26.4835,-48.0716,-36.7978,-41.1269,-42.2745,-41.8168,-35.7951,-38.0465,-35.8604,-33.3301,-28.9605,-39.3822,-36.1306,-36.1131,-45.4614,-46.8562,-34.6574,-35.0658,-32.6154,-34.7282,-40.0311,-42.6878,-42.8479,-44.4582,-41.1932,-48.7518,-52.0226,-26.8427,-31.7723,-42.9818,-39.7048,-31.3803,-34.444,-36.8466,-32.5163,-29.584,-38.2587,-34.6417,-44.5781,-29.1474,-33.3081,-42.6427,-39.448,-33.0903,-41.6728,-38.5373,-41.9497,-27.5011,-42.1087,-53.7847,-42.6124,-35.8296,-39.3235,-37.1472,-39.934,-45.6172,-45.0583,-38.2595,-41.2153,-36.5362,-35.2192,-35.5506,-37.8826,-32.6634,-38.1989,-31.8274,-31.0961,-35.1847,-29.7569,-39.0873,-39.0101,-33.2352,-40.3821,-42.0187
-4174.75,0.941738,0.198964,5,31,0,4199.35,116.083,36.0137,226.712,62.5913,71.7557,69.1093,30.7418,58.9624,16.8103,223.253,294.268,27.2802,209.715,-0.51545,-1.08822,-0.953113,-1.0268,-1.83024,-1.49112,-0.5644,-1.07893,-0.847268,0.398372,0.0786553,-1.05463,-1.43135,0.00629148,0.175597,0.19291,0.210661,0.0417631,0.0360115,0.0717594,0.373484,0.275383,0.0422054,0.0311365,0.257108,0.0341638,-1.22179,0.739715,-1.80865,2.20385,0.597232,0.336814,0.385539,0.358152,0.160375,0.225121,0.568701,0.33996,0.428584,1.4894,1.08183,0.348323,0.238987,-33.6497,-38.6852,-32.151,-45.4731,-40.2213,-40.6013,-38.1696,-50.1425,-38.5788,-37.0781,-48.057,-37.6309,-37.6938,-36.1985,-41.1645,-49.2826,-44.0539,-34.7481,-42.5164,-44.3951,-33.4723,-40.412,-45.239,-40.0756,-39.3656,-32.4938,-32.9771,-38.0446,-41.3283,-32.2638,-31.0356,-38.0495,-36.4191,-31.8035,-37.5115,-31.1769,-26.4812,-48.6738,-37.1868,-42.3104,-41.6286,-41.0665,-34.5411,-36.6533,-34.7427,-33.2274,-30.8629,-39.049,-37.095,-35.7775,-45.4738,-45.4719,-33.7909,-34.816,-31.9155,-34.0646,-39.9333,-42.4329,-44.1909,-42.7457,-40.7405,-45.6102,-50.8232,-28.3755,-32.2347,-42.5839,-40.7183,-32.0269,-33.7835,-35.5047,-33.465,-31.5999,-37.2322,-35.0848,-46.7621,-30.2411,-34.2199,-42.8706,-42.4275,-32.4117,-45.2864,-37.8762,-41.1367,-27.1455,-42.5727,-50.8539,-42.6731,-39.8809,-38.6617,-37.8135,-40.7055,-44.5536,-42.8668,-38.4391,-40.9323,-35.064,-34.5772,-36.7589,-36.4055,-32.6837,-37.6974,-31.6337,-31.0726,-35.0223,-29.0076,-37.2902,-38.7727,-33.5908,-39.4186,-43.1867
-4162.75,0.976276,0.198964,5,31,0,4193.45,77.9969,34.2484,190.102,52.3717,66.3199,55.83,24.1036,51.0749,13.2873,141.051,265.733,31.9872,165.094,-0.801313,-0.632386,-1.25281,-1.06811,-1.67444,-1.48362,-0.951622,-1.25937,-1.18694,-0.620156,0.0637783,-1.29552,-1.65387,0.209233,0.168619,0.140146,0.216205,0.134067,0.065138,0.121603,0.348894,0.268321,0.0908677,0.0318872,0.102058,0.0281509,-1.19288,0.575512,-1.98051,0.841489,0.448739,0.531323,0.285702,0.343656,0.187413,0.226816,0.386114,0.283834,0.305155,0.53786,1.06586,0.273754,0.191308,-34.9617,-39.3879,-32.6991,-45.8586,-39.7646,-40.0895,-38.9691,-49.0307,-39.8949,-35.8662,-48.2289,-36.9523,-38.107,-36.2079,-41.0074,-48.1647,-43.5952,-33.9262,-40.9183,-41.7991,-33.7694,-41.3801,-44.7234,-39.6588,-40.2136,-32.7128,-33.0092,-38.3182,-42.2191,-31.5376,-31.7902,-38.6303,-36.7266,-32.4949,-38.3372,-32.1741,-26.3693,-47.3928,-37.9799,-41.7519,-42.5162,-40.6818,-35.1438,-36.3571,-34.9487,-33.2875,-29.3046,-39.0662,-36.5909,-37.0512,-46.3316,-45.9859,-34.3161,-35.6977,-32.2775,-34.5882,-39.6582,-42.8671,-43.1306,-42.825,-40.1698,-47.0244,-51.1632,-27.9059,-32.6175,-42.8192,-40.1203,-31.0792,-33.9231,-36.2996,-33.0341,-30.0094,-38.296,-34.6148,-45.5076,-29.8409,-33.0403,-42.836,-40.7536,-32.8321,-42.7557,-38.3051,-41.3678,-27.3407,-42.4955,-54.6201,-42.8226,-35.838,-39.1141,-37.5216,-40.1507,-44.9113,-43.5298,-38.3295,-41.2004,-36.3276,-35.1409,-36.0191,-37.2423,-32.5483,-37.8495,-31.6223,-30.6248,-35.0564,-29.7389,-38.2363,-38.8874,-33.4181,-39.5915,-42.8095
