lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.619439
# Diagonal elements of inverse mass matrix:
# 0.00884722, 0.00509496, 0.0234436, 0.0229117, 0.00643853, 0.00790392, 0.00664915, 0.00379913, 0.0237484, 0.00914115, 0.00583694, 0.00785478, 0.15395, 0.00724912, 0.00699226
-4227.48,0.983928,0.619439,3,7,0,4233.05,62.8361,26.7461,176.31,46.1432,68.6913,57.7705,18.8041,53.6267,15.5904,100.911,104.065,26.1027,86.0523,0.279839,0.146692,-36.0964,-38.4936,-33.1898,-49.2969,-40.1475,-37.5322,-40.4954,-46.8298,-39.8446,-35.4868,-50.1921,-37.7535,-39.988,-37.9593,-39.2672,-51.0404,-43.9288,-35.4907,-40.9473,-43.6335,-34.6998,-43.7118,-43.0703,-40.1713,-39.3641,-34.1912,-33.825,-39.0203,-43.8416,-32.4959,-33.3156,-39.4146,-39.081,-33.3294,-39.0027,-32.6394,-32.1038,-50.6599,-38.1022,-43.3527,-46.9057,-40.6646,-34.9874,-39.014,-34.8611,-33.4804,-29.8619,-39.6622,-37.8674,-36.2455,-46.8406,-46.2806,-34.5174,-35.9595,-32.5131,-36.062,-40.0823,-47.4889,-46.3301,-42.7052,-41.2271,-45.5223,-52.338,-28.3026,-31.9025,-42.27,-38.9752,-31.5438,-35.0001,-41.6206,-34.3634,-30.4893,-36.9138,-35.8601,-45.5524,-31.8056,-35.0294,-40.7569,-40.3984,-32.8831,-37.7096,-39.1727,-42.4768,-27.1429,-42.7797,-53.5194,-43.2532,-41.141,-38.9579,-36.8197,-39.9749,-44.2047,-43.167,-38.7551,-41.5151,-37.5642,-34.089,-35.2362,-39.5671,-33.7097,-38.2526,-31.8589,-30.4511,-33.648,-30.2668,-40.9875,-38.189,-33.5743,-41.7486,-43.688
-4235.74,0.658313,0.619439,3,7,0,4239.06,62.6924,22.5603,162.404,53.918,64.6597,49.4276,19.3258,52.5662,10.3316,91.0756,103.287,26.9406,179.137,0.316841,0.141937,-35.652,-38.2857,-33.5499,-47.2858,-40.7536,-38.0224,-39.5799,-48.0046,-40.5811,-36.2164,-49.883,-38.8512,-39.4327,-39.6312,-39.366,-50.6673,-44.7836,-35.5563,-41.611,-41.4148,-35.4435,-44.1485,-43.0438,-40.763,-40.0104,-35.0129,-34.4623,-40.0529,-44.5747,-32.52,-33.7119,-39.8984,-39.1464,-33.8293,-38.5944,-33.0653,-31.5053,-49.5084,-37.8094,-41.8204,-45.8749,-41.3403,-35.8669,-38.7039,-35.3701,-33.5571,-29.4964,-40.3238,-37.7865,-36.9453,-46.7312,-46.6474,-34.8326,-35.7315,-32.9372,-36.5293,-40.1772,-45.6698,-45.1786,-42.3993,-40.923,-45.5192,-51.4816,-28.0252,-32.9833,-41.9221,-39.1613,-31.7091,-35.3856,-40.0453,-33.3923,-30.4024,-36.5982,-36.1661,-45.0252,-31.9266,-35.6688,-40.93,-40.3563,-33.0199,-37.7294,-39.3698,-42.7575,-26.6726,-42.1185,-53.6191,-43.3789,-41.8176,-39.602,-37.2622,-40.6178,-43.8934,-43.2959,-38.9253,-41.1572,-37.8152,-34.4328,-35.2546,-39.6841,-34.0184,-38.8504,-32.4692,-30.743,-34.4217,-30.1377,-41.0682,-38.5591,-33.7617,-42.039,-43.2183
-4235.32,0.986725,0.619439,3,7,0,4242.18,65.1008,31.376,192.868,52.8257,73.8785,61.9812,18.3142,55.1822,24.1103,100.847,113.187,29.221,104.778,0.248045,0.15421,-36.5122,-38.5021,-33.15,-50.8507,-39.0915,-37.0232,-40.9445,-47.0336,-38.7796,-34.9806,-49.8952,-37.8122,-40.1078,-37.6019,-40.2925,-50.6631,-42.9136,-35.6209,-41.252,-46.3139,-34.5829,-44.0422,-43.1545,-39.6117,-39.6249,-33.611,-33.7349,-38.1136,-44.0758,-32.6642,-33.1771,-38.9041,-38.8184,-33.4393,-39.9448,-32.7665,-32.6858,-53.075,-38.5712,-44.943,-46.9779,-40.7784,-34.9847,-39.2849,-34.338,-33.2763,-30.2854,-39.1087,-37.7185,-35.7908,-45.8493,-46.4321,-34.3352,-35.8085,-32.2351,-35.6964,-39.5732,-48.4425,-47.1999,-42.8283,-41.805,-46.0534,-52.304,-28.1358,-30.9815,-42.1118,-38.8058,-31.8472,-35.2117,-42.8913,-34.5365,-30.9118,-37.8407,-35.6828,-46.4405,-32.3618,-35.7225,-40.439,-40.4272,-32.7659,-37.2987,-39.2885,-42.3375,-26.9157,-42.7492,-52.9043,-43.4568,-43.5272,-38.5795,-36.5191,-39.4374,-44.1226,-42.8711,-38.4952,-41.2034,-37.5491,-34.3165,-35.7335,-39.8211,-33.1956,-37.9376,-31.7684,-30.72,-33.5947,-30.829,-41.4445,-37.8479,-33.5179,-42.009,-43.1068
-4232.53,1,0.619439,3,7,0,4239.32,65.8372,25.0238,185.179,50.7519,73.0446,58.0452,20.3749,60.5066,13.369,102.172,112.498,29.4892,199.348,0.311086,0.130082,-35.5976,-37.976,-33.4629,-47.2505,-40.7363,-37.9485,-39.6522,-46.7976,-40.0842,-35.9893,-49.4745,-38.615,-39.2447,-39.3812,-39.7969,-50.6448,-44.3994,-35.531,-41.9117,-42.4177,-34.9791,-43.6375,-42.987,-40.1575,-39.6288,-35.0816,-34.5756,-39.7238,-43.7388,-32.3893,-33.463,-40.1552,-39.3812,-33.4964,-38.7682,-33.1307,-31.9697,-49.9171,-37.1701,-42.2834,-47.2279,-41.3948,-35.5689,-38.999,-34.9166,-33.6961,-30.1583,-40.224,-38.1008,-37.1715,-46.8578,-46.4194,-34.5596,-35.3309,-32.6404,-36.2485,-40.2852,-45.774,-46.4064,-42.618,-40.6118,-46.3936,-51.2149,-28.3855,-33.1087,-41.4179,-39.1245,-31.4433,-35.1449,-39.9993,-34.2518,-30.1977,-36.4774,-36.2,-45.6101,-32.1886,-34.5969,-41.2359,-40.4394,-33.1091,-38.3008,-39.0133,-42.5463,-27.2382,-43.0519,-53.7063,-43.4622,-43.1042,-39.0649,-37.3616,-40.4203,-44.3139,-43.3659,-38.6648,-41.6031,-37.7201,-34.1692,-35.0826,-39.3527,-33.8605,-38.3045,-32.1657,-30.3042,-33.9171,-30.1554,-40.6922,-38.4446,-33.5071,-41.5327,-43.2177
-4233.22,0.858552,0.619439,3,7,0,4240.16,60.3449,29.4755,186.726,54.7138,76.3515,59.6362,17.5621,55.1678,18.6958,110.722,112.155,27.0838,125.714,0.267027,0.167744,-36.2051,-38.2555,-32.8977,-49.4445,-39.7659,-37.133,-39.7424,-47.5905,-39.0126,-35.4467,-49.6215,-37.971,-39.7917,-38.1435,-39.7001,-50.6109,-43.3529,-35.6542,-41.4927,-45.4316,-34.4537,-44.2024,-43.0452,-39.7087,-39.145,-33.9926,-33.692,-38.5178,-44.39,-32.7679,-33.2278,-39.2872,-38.7111,-33.3265,-39.0926,-32.5013,-33.1609,-53.6582,-38.4713,-43.3092,-47.0373,-40.5368,-35.0901,-39.1707,-34.6169,-33.0902,-29.8313,-39.408,-37.4097,-35.6866,-46.3455,-46.2794,-34.3389,-35.1869,-32.1624,-35.7846,-39.592,-48.5261,-46.4071,-43.1393,-41.5913,-46.3313,-52.1173,-28.2032,-31.0796,-42.0597,-38.7173,-31.7757,-34.934,-43.1684,-34.2532,-30.7291,-37.2312,-35.7657,-46.56,-32.2227,-36.2438,-40.4368,-40.4688,-32.4441,-37.1724,-39.22,-42.6524,-26.9931,-42.6,-53.5793,-43.4675,-43.8265,-38.7764,-36.6048,-39.9313,-44.4976,-43.4358,-38.5517,-41.2032,-37.0968,-34.301,-35.6635,-39.9209,-33.3711,-38.3277,-31.6382,-30.5101,-33.5423,-30.1652,-41.5283,-38.2334,-33.7225,-42.4243,-43.1107
-4231.91,0.944951,0.619439,3,7,0,4241.12,66.9702,26.0149,182.508,49.6179,68.158,52.3071,18.7219,58.6897,22.3664,88.1646,106.949,27.1235,90.5611,0.279202,0.128562,-35.312,-38.4821,-33.1598,-49.5569,-39.6932,-37.7077,-40.8705,-46.1334,-40.0537,-35.233,-50.2907,-37.3513,-39.9132,-37.818,-40.0356,-50.7401,-43.7842,-35.3204,-41.1354,-43.3665,-34.7882,-43.3046,-42.9976,-39.9329,-39.5763,-34.198,-33.789,-39.1334,-43.3383,-32.6834,-33.2849,-39.8312,-39.4738,-33.5956,-39.7724,-33.1644,-30.9056,-49.8349,-38.0247,-44.1239,-47.1773,-41.4499,-35.385,-39.0581,-34.901,-33.5762,-29.9763,-39.947,-38.2935,-36.8411,-46.9319,-46.6076,-34.4918,-36.1358,-32.6342,-36.2131,-40.111,-46.6151,-47.6793,-42.5336,-40.9496,-46.2819,-52.322,-27.9749,-32.7156,-42.011,-39.3498,-31.8381,-35.5543,-39.6973,-33.7346,-30.2722,-37.1233,-36.5366,-45.9232,-32.0024,-34.274,-41.1541,-40.3151,-33.2577,-38.4667,-39.4009,-42.2774,-26.6884,-42.587,-53.4513,-43.4469,-40.8951,-39.0663,-37.4404,-39.7358,-43.8869,-43.0043,-38.7148,-41.2794,-37.8215,-34.3855,-35.7125,-39.2999,-33.7629,-38.0706,-32.2274,-30.8618,-33.859,-30.9053,-40.7725,-38.0504,-33.4076,-41.3611,-43.8289
-4231.24,1,0.619439,3,7,0,4237.25,66.8474,26.1035,177.815,51.6994,70.8911,50.1572,20.5382,51.3882,15.4157,106.366,111.908,28.4906,113.545,0.265369,0.142478,-36.3992,-38.6188,-33.378,-49.2191,-39.635,-37.4453,-40.4827,-47.6477,-39.5669,-35.2005,-49.7213,-38.0455,-39.6118,-38.199,-39.6034,-50.7302,-44.0047,-35.4288,-41.1583,-43.8418,-34.5633,-44.4626,-42.6624,-40.1795,-39.7051,-33.6337,-33.9344,-38.6831,-44.5433,-32.0981,-33.5206,-39.0193,-38.7187,-33.7968,-38.933,-32.8148,-31.403,-51.7106,-38.8226,-43.2939,-47.0487,-40.9425,-35.3273,-38.5369,-34.5622,-33.6018,-29.6055,-39.4099,-37.7658,-36.4175,-46.6514,-46.2756,-34.6922,-36.5058,-32.3387,-36.0911,-40.0635,-47.4223,-45.4189,-42.4859,-41.4292,-45.4282,-52.0668,-28.3779,-31.7994,-41.8838,-38.754,-31.6438,-35.5037,-40.4458,-34.4828,-30.6784,-37.5045,-35.5045,-45.4252,-32.8799,-35.9111,-40.5273,-40.5314,-33.0235,-37.1261,-39.3947,-42.8024,-27.4424,-42.7037,-53.8631,-43.7469,-41.727,-38.8239,-36.6456,-39.7269,-44.0852,-42.923,-38.4273,-41.2168,-37.8158,-34.3962,-35.1088,-39.8859,-33.6565,-38.463,-32.0262,-30.7785,-33.8796,-30.3913,-41.5098,-38.0612,-33.6841,-42.2348,-43.565
-4231.17,0.727736,0.619439,3,7,0,4240.99,58.836,27.7247,187.587,48.854,69.2888,67.1081,16.5627,56.0802,19.9548,88.6869,101.979,29.5519,156.693,0.27578,0.139752,-36.1664,-38.0197,-33.1622,-49.1801,-39.9632,-37.6202,-40.5425,-46.2415,-39.3176,-35.3528,-49.8236,-38.3318,-39.7977,-38.1529,-40.1232,-50.0078,-43.4125,-35.474,-40.5867,-43.8579,-34.9969,-43.3627,-43.6559,-39.8268,-39.6957,-34.4944,-33.89,-38.9615,-43.4786,-32.8431,-33.4596,-39.7112,-39.1992,-33.4842,-40.0061,-33.1526,-32.909,-49.8982,-37.1229,-44.0403,-46.6084,-41.1171,-35.2365,-39.2201,-34.823,-33.4962,-30.7696,-39.9121,-38.0143,-36.664,-45.9885,-46.7997,-34.5367,-34.8835,-32.6964,-36.2437,-40.0344,-46.3933,-46.9586,-42.7905,-41.2343,-46.0769,-51.6181,-28.3505,-31.8568,-41.8439,-39.3413,-31.5653,-35.1291,-42.5588,-34.4382,-30.5222,-37.2447,-36.2569,-45.9185,-31.7159,-34.1724,-41.2624,-40.3062,-33.0432,-38.2396,-39.2377,-42.1459,-26.5367,-42.9141,-52.5505,-42.7328,-43.1453,-39.173,-36.8733,-40.1931,-44.2212,-43.1877,-39.1135,-41.6682,-38.0086,-34.1563,-35.6111,-39.5179,-33.649,-38.0486,-32.1392,-30.4035,-33.7602,-30.7038,-40.7818,-38.2961,-33.4929,-41.3579,-42.826
-4231.96,0.881728,0.619439,3,7,0,4238.6,69.4113,29.5003,196.359,58.1795,68.0234,50.676,20.8138,58.0388,14.9655,104.742,119.289,26.7434,138.161,0.276264,0.148841,-35.8255,-37.8471,-33.4669,-48.871,-40.2637,-37.3123,-40.3251,-47.9013,-39.3982,-35.1794,-49.5512,-37.4461,-39.744,-38.5351,-40.2548,-51.0618,-43.9276,-35.3998,-41.6903,-44.9937,-34.4603,-44.3891,-42.8219,-40.1712,-39.8983,-34.0593,-33.9054,-38.6519,-44.5719,-32.064,-33.1916,-39.0556,-39.4135,-33.6182,-38.9088,-32.8293,-31.0581,-53.1187,-39.0343,-43.9928,-47.1335,-40.9841,-35.734,-39.4959,-34.6906,-33.2368,-30.0979,-39.5744,-38.0356,-35.9064,-46.5725,-46.3954,-34.2796,-36.1787,-32.362,-35.6679,-39.5693,-47.8795,-46.6504,-41.751,-41.0189,-45.2825,-52.1024,-28.039,-32.3196,-41.4031,-38.7716,-31.9326,-35.6067,-40.2754,-33.6695,-30.495,-36.9488,-35.8568,-46.7963,-32.63,-36.4154,-40.2499,-40.8976,-32.8154,-37.5189,-39.1706,-42.5085,-26.6699,-42.4465,-54.3704,-44.1313,-43.2494,-38.7286,-37.1882,-39.5343,-43.4469,-42.323,-38.176,-40.6681,-37.3723,-34.2781,-35.3851,-39.5288,-33.537,-38.2174,-32.1537,-30.7727,-33.9213,-30.0519,-41.2214,-37.5613,-33.264,-42.2726,-42.9595
-4231.04,0.846683,0.619439,3,7,0,4240.46,60.4686,25.3307,180.556,60.1929,67.8857,67.872,20.071,55.8359,20.7363,94.4958,111.066,29.2493,155.21,0.274891,0.15197,-35.8847,-37.7219,-33.3775,-48.9669,-39.7607,-37.2432,-40.2306,-47.7544,-39.4994,-35.2426,-49.6385,-38.1448,-39.4257,-38.3577,-39.9463,-49.9923,-43.6124,-35.3002,-41.3124,-43.9113,-34.9953,-43.745,-43.2817,-39.698,-39.6749,-34.1843,-34.1494,-38.877,-44.0836,-32.63,-33.3645,-39.3819,-39.1474,-33.598,-39.5668,-32.785,-33.6554,-52.1384,-37.8344,-42.9284,-46.7514,-41.2998,-35.6675,-38.9087,-34.8781,-32.9802,-29.9977,-39.7198,-38.3073,-36.6903,-46.4459,-46.6702,-34.3821,-35.3311,-32.1565,-36.028,-39.4015,-46.7491,-46.0003,-42.4698,-40.8382,-46.211,-51.7269,-27.6983,-32.0593,-41.9345,-38.7438,-31.6219,-35.0516,-43.4666,-33.92,-30.3122,-37.3065,-36.0114,-46.6457,-31.948,-35.8185,-40.5687,-40.6963,-32.45,-37.503,-39.0367,-42.3038,-26.9302,-42.6177,-53.3199,-43.8057,-43.1156,-39.1588,-37.1285,-40.0777,-43.8705,-43.056,-38.8659,-41.0945,-37.6223,-34.2235,-35.6917,-39.6936,-33.2931,-38.1971,-31.8005,-30.5047,-33.7551,-30.7738,-41.0722,-38.103,-33.4062,-41.8107,-43.2332
-4232.14,0.868349,0.619439,3,7,0,4238.29,61.4743,27.6227,162.875,43.671,71.6776,46.0719,17.7118,53.7967,13.5437,96.8888,108.794,26.9816,129.067,0.264746,0.148489,-36.2154,-38.9572,-32.7521,-48.8742,-39.6475,-37.8316,-39.8441,-47.177,-39.6919,-35.8783,-49.3472,-38.407,-39.3805,-38.5584,-39.9782,-50.8466,-44.145,-35.4944,-41.8074,-42.9904,-34.7062,-44.4562,-42.9342,-40.3443,-39.8968,-34.1494,-34.0495,-39.0955,-44.5284,-32.2147,-33.3474,-39.2731,-38.9888,-33.5015,-38.5308,-32.8413,-30.7478,-51.8608,-37.8083,-43.1823,-47.106,-41.3187,-35.1919,-38.947,-34.8866,-33.9565,-28.9459,-39.5985,-37.7207,-36.4147,-46.1557,-46.269,-34.8291,-35.7765,-32.7484,-36.0308,-40.324,-46.8411,-45.9884,-43.2158,-41.7322,-46.5782,-52.124,-27.977,-31.6516,-42.0158,-39.0337,-31.786,-35.1217,-40.0833,-34.1695,-30.9247,-37.0844,-35.4878,-45.0738,-31.986,-35.4271,-40.7536,-39.91,-33.1788,-37.4353,-39.6411,-42.8671,-27.2151,-42.7118,-52.5796,-43.2884,-41.7564,-38.8842,-36.8519,-39.9576,-44.5081,-43.5511,-38.4803,-41.397,-37.4454,-34.8142,-35.616,-39.9251,-33.4849,-38.5197,-32.0094,-30.9189,-33.8273,-30.0077,-41.632,-38.5414,-33.8786,-42.1707,-43.4041
-4232.89,0.816871,0.619439,3,7,0,4240.83,57.5119,24.9573,155.433,53.4809,63.3438,65.9658,19.4198,50.8424,19.8716,93.0244,107.65,26.4905,172.888,0.278342,0.138606,-36.0957,-37.8831,-33.2033,-48.4056,-39.4703,-37.0823,-39.8452,-47.786,-39.4956,-35.7526,-49.4629,-38.0052,-38.9739,-38.7048,-39.2335,-50.336,-44.0811,-35.2738,-41.5347,-42.3322,-35.087,-43.7514,-43.0506,-40.0873,-39.7242,-34.6462,-34.8686,-39.3213,-44.184,-32.7768,-33.6359,-39.3736,-39.2874,-33.8233,-39.2966,-32.8443,-32.9632,-50.9294,-37.4343,-42.2957,-46.9062,-41.4999,-35.4847,-38.7962,-35.1943,-33.5873,-29.7583,-39.9824,-38.6048,-36.895,-46.3393,-46.5799,-34.9577,-35.5067,-32.5214,-36.2787,-39.9554,-45.9168,-44.9565,-42.7261,-41.0833,-45.7007,-51.8964,-27.9587,-32.3224,-42.0472,-38.8957,-31.4744,-35.0725,-42.8465,-34.4714,-30.7673,-37.0937,-35.8893,-45.4847,-32.0845,-35.6078,-40.5574,-40.7601,-32.8626,-37.2561,-39.3064,-42.5467,-27.2979,-42.8709,-51.8767,-43.6291,-42.3355,-39.3875,-37.015,-40.6178,-44.1408,-43.2998,-39.2009,-41.4932,-37.9999,-34.2032,-35.1681,-39.969,-33.4643,-38.651,-31.9141,-30.598,-33.6536,-30.7453,-41.2639,-38.5796,-33.7536,-41.8711,-43.5301
-4230.26,1,0.619439,3,7,0,4236.84,52.5242,25.5558,170.69,53.0297,62.8003,62.5111,19.4399,51.8974,19.94,96.9263,106.816,26.7635,176.347,0.287335,0.136129,-35.8916,-37.6465,-33.3829,-48.3628,-39.7898,-37.2193,-40.1774,-47.465,-39.4069,-35.4214,-49.636,-37.8054,-39.2857,-38.4915,-39.1773,-50.2916,-44.065,-35.3767,-40.8683,-43.028,-35.0509,-43.7104,-42.986,-39.8548,-39.4575,-34.6012,-34.4875,-39.3194,-44.0376,-32.8351,-33.7018,-39.5391,-39.3796,-33.9014,-39.6042,-32.8943,-32.2933,-50.6788,-37.5243,-42.8698,-46.7108,-41.3222,-35.754,-38.9955,-35.1242,-33.5993,-30.0354,-40.1548,-38.4623,-36.7986,-46.504,-46.6219,-34.8945,-35.2833,-32.6119,-36.3207,-40.0974,-46.0666,-44.7605,-42.2813,-41.0467,-45.108,-51.7587,-28.277,-32.3989,-41.8031,-39.0945,-31.3108,-35.2568,-42.0139,-34.4061,-30.4919,-37.0579,-36.2022,-45.4968,-32.1369,-35.1619,-40.7278,-40.813,-32.8589,-37.6162,-39.3214,-42.5044,-27.0129,-42.9977,-52.4722,-43.1897,-42.6011,-39.4249,-37.0252,-40.5845,-44.0762,-43.0909,-39.1694,-41.4466,-38.1048,-34.1788,-35.0195,-39.8301,-33.7042,-38.7157,-32.1501,-30.3948,-33.6539,-30.7055,-41.1457,-38.3651,-33.6051,-41.9539,-43.2309
-4228.04,0.726778,0.619439,3,7,0,4239.27,56.2211,26.199,183.447,50.6808,64.9507,56.6694,18.5753,50.2049,17.4414,93.8001,105.072,29.4512,180.31,0.2738,0.137805,-36.3599,-37.9447,-33.4677,-48.9056,-39.8219,-37.4834,-40.6873,-47.1968,-39.2059,-35.0064,-49.6408,-38.2724,-39.623,-38.3253,-39.7032,-49.8638,-43.7801,-35.4156,-40.2245,-43.6729,-34.9882,-44.1719,-43.0551,-39.9961,-39.8201,-33.997,-33.8699,-38.8818,-44.3056,-32.5123,-33.8181,-39.2562,-38.9139,-34.0082,-39.8211,-33.1214,-31.7853,-50.3358,-37.7836,-43.7406,-46.0911,-41.1158,-35.7105,-38.7572,-34.7579,-33.6663,-30.3093,-39.8053,-37.8421,-36.6531,-46.0004,-46.7785,-34.8496,-35.4802,-32.703,-36.3501,-40.1866,-46.1856,-44.8745,-42.1096,-41.3683,-44.8087,-51.4594,-28.5071,-31.8916,-41.631,-39.1081,-31.3723,-35.5843,-41.2528,-34.4737,-30.5525,-37.5793,-35.9659,-45.0667,-32.4369,-35.1396,-40.8214,-40.4931,-33.1234,-37.5435,-39.4993,-42.5884,-26.7606,-42.7682,-52.8488,-42.9067,-42.9632,-39.2463,-36.6504,-40.212,-43.9436,-42.8117,-38.9423,-41.338,-38.3462,-34.3588,-35.0864,-39.9068,-33.7893,-38.5427,-32.4023,-30.5408,-33.9912,-30.6714,-41.3382,-38.131,-33.6181,-42.0893,-42.696
-4226.51,0.878554,0.619439,3,7,0,4233.61,62.1843,26.0512,183.05,58.6198,74.6249,56.8016,18.8435,56.7606,17.074,95.8695,110.737,27.3345,125.428,0.274643,0.142347,-35.8725,-38.554,-32.8907,-48.8285,-39.8902,-37.6059,-39.9632,-47.2055,-39.8655,-35.6374,-49.7279,-37.9336,-39.6946,-38.3421,-40.3329,-50.6963,-43.6957,-35.5814,-41.3367,-43.7412,-34.5847,-43.9007,-43.2245,-39.7424,-39.6485,-34.3011,-34.0672,-38.8749,-44.0714,-32.553,-33.3598,-39.5627,-38.7869,-33.7207,-39.2045,-33.0199,-32.122,-51.4939,-38.1846,-43.3275,-46.7793,-41.0345,-35.3016,-38.5681,-34.5928,-33.2086,-29.9526,-39.6222,-37.79,-36.3772,-46.3929,-46.5475,-34.4766,-35.5219,-32.2334,-36.161,-39.6675,-46.7626,-46.7607,-42.8437,-41.0683,-46.4135,-51.8206,-27.9807,-31.9319,-41.8519,-39.0169,-31.8467,-35.3553,-41.1639,-33.7707,-30.3938,-37.0319,-35.9916,-46.1982,-32.622,-35.1634,-40.6447,-40.0836,-32.841,-37.7274,-39.2686,-42.2701,-26.6945,-42.091,-53.5197,-43.252,-42.0423,-38.9766,-36.7994,-39.6821,-43.9325,-43.109,-38.6358,-40.8579,-37.4488,-34.3276,-35.7334,-39.5784,-33.5691,-38.1857,-31.9913,-30.7401,-33.6536,-30.4417,-41.0624,-37.9869,-33.4808,-41.7423,-43.2948
-4228.47,0.953778,0.619439,3,7,0,4230.7,64.7834,23.9041,169.792,52.6474,67.1751,54.6735,19.2141,50.9114,18.2389,82.6461,98.5769,27.9207,167.166,0.272295,0.15112,-35.9375,-38.3338,-33.2514,-49.1761,-39.8273,-37.7251,-40.0455,-47.3605,-39.6209,-35.4446,-49.7683,-38.4335,-39.5554,-38.8887,-39.7404,-49.8998,-43.6856,-35.4766,-40.6613,-43.1949,-35.1731,-43.8147,-43.2368,-40.2102,-39.8885,-33.9974,-34.0601,-39.1202,-44.088,-32.7472,-33.5552,-39.5622,-38.7617,-33.7517,-39.6138,-33.0472,-32.256,-49.9512,-37.7148,-42.8904,-45.6339,-41.0049,-35.3398,-38.5432,-34.8928,-33.2421,-29.7288,-39.5814,-37.6024,-36.6258,-45.7689,-46.7966,-34.5725,-35.7165,-32.596,-36.4419,-39.8646,-46.2042,-45.747,-42.8575,-41.4809,-45.8489,-51.4369,-27.7874,-32.0025,-42.0992,-39.1625,-31.9533,-35.4575,-41.7004,-33.4962,-30.4735,-37.6243,-36.1015,-45.4943,-31.928,-35.4214,-40.8205,-40.0174,-32.9813,-37.7191,-39.4382,-42.4407,-26.6682,-41.9196,-52.7491,-43.2403,-42.8665,-39.3657,-36.822,-40.2803,-43.8678,-43.2233,-38.9923,-41.1401,-37.9085,-34.4245,-35.8446,-39.719,-33.8003,-38.3235,-32.2429,-30.9604,-34.3512,-30.9873,-41.1536,-38.2861,-33.7136,-41.8015,-42.9495
-4232.15,0.830256,0.619439,3,7,0,4235.2,53.906,26.8468,172.623,44.7295,63.9671,54.884,14.8324,53.5241,13.3952,100.609,107.14,27.4842,172.84,0.282416,0.149534,-36.1517,-37.9274,-33.1514,-48.3782,-40.2534,-37.6361,-40.2003,-47.0098,-39.4378,-35.4284,-49.482,-38.5085,-39.5493,-38.4627,-39.5325,-50.0199,-44.315,-35.3393,-41.1226,-42.9501,-34.9825,-44.2991,-43.181,-40.3307,-39.5996,-34.5512,-33.6581,-39.3019,-44.4375,-32.3951,-33.4966,-39.5231,-39.3769,-33.4465,-38.9797,-32.6626,-31.6804,-51.4172,-37.3226,-42.8642,-47.2259,-41.4688,-35.7002,-39.319,-35.2437,-33.7598,-29.4995,-40.2802,-38.0826,-36.6306,-46.646,-46.4776,-34.8256,-34.6565,-32.8378,-36.046,-40.2579,-46.5608,-45.3381,-42.3333,-41.2429,-45.7687,-52.0527,-28.2396,-32.0656,-41.4359,-38.9613,-31.2957,-34.9525,-41.4706,-34.3592,-30.5601,-36.8338,-35.9056,-45.2877,-31.3685,-35.2394,-41.0094,-40.7193,-32.8585,-37.5006,-39.5339,-42.8846,-26.7608,-43.2047,-53.0381,-43.3091,-42.9335,-39.1559,-37.2682,-40.4771,-44.4198,-43.2976,-38.7132,-41.6012,-37.63,-34.6356,-35.337,-39.9305,-33.4836,-38.683,-31.9701,-30.447,-33.6224,-29.7955,-41.4619,-38.6264,-33.6733,-42.238,-43.0493
