lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.245328
# Diagonal elements of inverse mass matrix:
# 0.0162851, 0.00535544, 0.0340903, 0.0159461, 0.0100249, 0.0160364, 0.00814843, 0.00520116, 0.0324414, 0.0143965, 0.0262255, 0.00996754, 0.487102, 0.0139038, 0.594178, 0.0537168, 0.065336, 0.0538195, 0.0343875, 0.251827, 0.161279, 0.0202536, 0.201722, 0.279137, 0.0484907, 0.0698622, 0.374306, 2.32938, 0.108153
-4192.85,0.983635,0.245328,4,15,0,4205.2,59.59,28.2991,183.379,47.8616,71.9469,74.9624,17.4685,52.6623,19.1458,111.517,139.12,25.668,185.11,0.300199,0.0479527,0.138918,0.148498,0.225196,0.211176,0.0320284,0.117621,0.288641,0.13288,0.105867,0.0489504,0.217594,0.113176,-1.89271,0.776746,-34.7357,-36.8705,-31.7251,-47.7698,-39.8763,-40.0228,-38.9639,-48.2979,-38.8098,-35.6476,-49.2075,-37.965,-38.789,-37.2863,-40.6819,-49.0349,-43.5423,-35.077,-39.9088,-42.9663,-35.0532,-40.9022,-44.844,-40.1578,-39.7595,-33.4565,-33.3899,-38.5505,-42.1121,-33.3052,-32.2968,-38.589,-38.0998,-33.0229,-39.2538,-32.4256,-27.8041,-48.404,-37.3661,-42.4127,-46.4378,-41.9161,-35.2569,-37.7869,-35.5623,-34.051,-29.3479,-39.3792,-37.3637,-36.8456,-46.1309,-46.6661,-34.9948,-34.921,-32.4407,-35.3295,-40.0662,-44.4515,-43.5221,-44.0438,-41.0884,-46.8315,-51.8062,-28.1907,-31.6318,-42.9065,-39.8607,-31.0224,-34.1984,-35.8566,-34.2305,-30.1189,-37.2422,-35.2217,-45.2463,-31.1273,-33.5862,-41.8256,-40.474,-33.125,-42.6138,-39.0203,-40.962,-27.1101,-42.4309,-52.0123,-42.0687,-41.4314,-39.2834,-37.5236,-41.1587,-45.3994,-44.9251,-38.6848,-40.9571,-36.5012,-34.6932,-36.9512,-37.8348,-32.8418,-38.0365,-31.921,-30.5995,-34.0904,-30.4576,-38.5971,-39.1525,-34.1862,-39.4221,-43.3463
-4196.34,0.800221,0.245328,4,15,0,4215.95,68.9914,28.3466,194.946,47.828,67.585,58.245,22.274,53.0473,13.5966,103.063,155.057,23.5545,121.519,0.310578,0.191241,0.179012,0.17208,0.183968,0.203919,0.119665,0.154333,0.337377,0.237854,0.105928,0.0641531,0.277809,0.0402914,-1.81851,0.535196,-34.5245,-37.4614,-32.3609,-48.6379,-40.4726,-40.4257,-39.4318,-48.568,-39.4003,-35.474,-49.3875,-37.419,-39.6268,-36.3117,-41.9655,-49.0392,-44.0046,-34.6725,-40.2362,-43.742,-35.1903,-41.6907,-45.0152,-40.701,-40.8513,-32.2523,-32.1118,-38.2375,-42.8501,-32.2818,-32.2002,-37.6737,-38.1874,-32.9356,-38.4956,-32.3446,-29.8651,-50.1364,-37.8893,-42.6287,-44.556,-42.0604,-35.7126,-37.8721,-35.1895,-34.1569,-28.308,-38.8599,-37.0246,-36.1843,-46.0816,-46.8206,-35.125,-36.0198,-32.6845,-35.0169,-40.2109,-45.1607,-44.4883,-42.8555,-40.4682,-45.5563,-52.1408,-27.4507,-32.1056,-42.9941,-39.5937,-31.4563,-34.6194,-38.5572,-34.5311,-29.7849,-37.4918,-34.8513,-44.2631,-31.2155,-35.1052,-41.0984,-40.1712,-33.6963,-42.4529,-38.8125,-41.8717,-27.4783,-41.5568,-53.8545,-43.652,-37.9244,-38.9408,-38.233,-39.9997,-44.2398,-43.6787,-38.3389,-40.5951,-35.9932,-35.1027,-37.614,-37.6978,-32.9023,-38.0656,-31.8242,-30.944,-35.5683,-30.0615,-38.7442,-37.8954,-33.2961,-39.8068,-43.0789
-4190.87,1,0.245328,4,31,0,4207.1,61.4956,32.0338,204.578,51.6005,77.9676,61.7309,20.75,51.6021,14.1964,102.457,153.924,26.5666,167.609,0.341307,0.0627952,0.188504,0.120452,0.207516,0.198598,0.121344,0.162757,0.362206,0.201658,0.118788,0.0563356,0.250184,0.10877,-1.61088,0.818465,-34.5623,-37.4563,-31.7957,-46.5563,-39.5906,-40.7679,-38.4337,-49.2951,-39.3078,-36.615,-49.0879,-38.675,-38.5014,-37.2555,-41.9482,-49.1604,-43.5168,-35.0357,-40.8513,-42.5147,-35.3985,-41.2529,-45.3517,-40.3006,-40.4548,-32.8462,-32.8759,-38.3167,-42.5733,-33.1556,-32.4437,-37.7091,-37.8149,-33.0364,-38.6611,-32.8966,-30.4586,-48.5193,-37.4094,-43.3088,-43.2035,-41.987,-35.8967,-38.0779,-34.9122,-34.183,-29.5498,-39.0161,-36.168,-36.1746,-45.3181,-46.827,-34.9505,-34.9482,-32.9658,-35.2819,-40.303,-44.5555,-43.0615,-43.7605,-41.2059,-45.9249,-51.5214,-28.2943,-31.277,-44.1776,-40.17,-31.4479,-34.5631,-38.534,-34.2496,-30.0878,-37.1368,-34.9074,-44.0102,-31.5881,-34.5737,-41.5251,-39.5671,-33.435,-43.4506,-38.8122,-41.3389,-26.7779,-41.4042,-52.5967,-41.4453,-39.7238,-39.2087,-37.3585,-40.73,-44.7137,-44.5842,-38.6634,-40.6248,-36.1217,-34.7517,-37.3906,-37.5859,-33.1714,-38.0625,-32.3279,-30.617,-35.9033,-29.9906,-38.4462,-38.3673,-34.0327,-39.9113,-42.2937
-4192.14,0.938281,0.245328,4,15,0,4206.22,66.5369,25.4115,202.9,52.7714,72.3856,68.063,19.7553,56.191,17.3547,113.344,152.739,25.6736,139.811,0.329069,0.188273,0.291993,0.14357,0.193898,0.194784,0.0364194,0.151399,0.243401,0.257426,0.0963069,0.055951,0.264488,0.0626678,-1.75056,0.650135,-34.509,-36.9974,-32.2449,-47.9073,-39.9882,-39.8137,-38.8169,-47.9492,-39.4197,-35.898,-49.3553,-38.0552,-38.9577,-36.4698,-40.7305,-48.6657,-43.4801,-34.621,-40.1651,-43.0537,-35.5385,-42.0768,-44.123,-40.3338,-40.1186,-33.1052,-32.4591,-38.4104,-42.8097,-32.7403,-32.8078,-38.2954,-38.4379,-33.5077,-38.6979,-32.3484,-28.6154,-48.8143,-38.0984,-41.7572,-45.5372,-41.8865,-35.748,-38.5935,-35.4855,-33.8618,-28.6674,-39.182,-37.1135,-36.0705,-46.2649,-47.1822,-35.3291,-35.7564,-32.2303,-35.4888,-40.0653,-45.1276,-45.6734,-43.1311,-40.2145,-46.3449,-52.031,-28.0016,-32.2809,-42.4234,-39.1859,-30.3886,-34.7743,-35.4671,-34.3008,-29.1612,-36.8752,-35.1997,-44.8076,-31.8367,-34.1323,-41.5986,-40.5945,-33.6661,-41.4849,-39.0857,-42.0086,-27.3371,-41.6188,-54.6496,-43.3341,-39.2651,-39.2945,-37.7413,-40.3063,-44.6373,-43.9114,-38.5352,-40.5155,-36.5575,-34.9074,-36.5406,-38.34,-33.1025,-38.1966,-31.9062,-30.3986,-34.786,-29.853,-39.1661,-38.4873,-33.5753,-40.1258,-42.919
-4190.26,0.979669,0.245328,4,15,0,4205.41,70.9208,26.0046,206.954,53.2764,73.1816,74.6527,22.3401,55.5953,13.0797,118.623,152.242,31.6356,161.686,0.330459,0.0452049,0.231651,0.141701,0.220418,0.185379,0.118432,0.158298,0.302399,0.24631,0.0574726,0.0471101,0.176899,0.0753958,-1.85386,0.864519,-34.8384,-36.9222,-32.5156,-47.2362,-40.4293,-41.2257,-39.3644,-49.1976,-39.2556,-35.5703,-49.3485,-38.0452,-38.9873,-36.9958,-41.7917,-48.844,-43.7634,-34.7987,-40.0605,-42.8137,-35.0594,-41.2205,-45.5558,-40.5265,-40.2208,-32.9502,-32.7974,-38.379,-42.208,-32.2958,-32.2671,-38.0651,-38.1454,-32.6698,-38.6079,-32.27,-32.4302,-47.8422,-37.4792,-42.304,-44.9055,-41.7858,-36.0977,-38.1779,-35.2807,-33.7141,-29.0242,-39.047,-37.0383,-36.819,-46.0282,-46.4549,-34.5823,-35.1469,-32.2114,-35.2312,-39.964,-43.8225,-43.931,-42.6584,-40.4661,-46.1672,-51.223,-28.1145,-32.201,-42.7676,-39.5872,-30.73,-34.0077,-39.8256,-34.6723,-29.3061,-37.2451,-34.7557,-45.2574,-31.0695,-33.8604,-42.2753,-40.4861,-32.9336,-43.3234,-38.4838,-41.0926,-27.1342,-42.2968,-53.9046,-42.2795,-39.9449,-39.175,-37.8379,-40.2875,-44.4959,-43.8567,-38.4162,-40.7576,-36.304,-34.4197,-36.8066,-37.3318,-32.8215,-37.8438,-31.8392,-30.0771,-35.0168,-30.0702,-38.1012,-38.5128,-34.0308,-39.3193,-42.7137
-4185.15,0.973912,0.245328,4,15,0,4198.63,71.4908,27.6218,200.471,53.0759,72.9587,72.6201,22.6193,53.4103,13.6423,115.279,162.08,29.6795,168.077,0.33024,0.0589022,0.237641,0.147855,0.215539,0.192812,0.115983,0.138642,0.307567,0.266764,0.0807403,0.0548254,0.184432,0.0789063,-1.48082,0.773539,-34.8522,-36.8097,-32.1629,-47.0966,-40.2108,-40.1715,-38.9814,-49.5058,-39.1193,-35.8404,-49.0119,-37.6407,-38.6752,-36.9537,-41.5987,-48.8846,-43.7401,-34.6487,-40.5707,-42.798,-34.9512,-41.5261,-44.635,-40.433,-40.5877,-32.8347,-32.8687,-38.2883,-42.7657,-32.3591,-32.4179,-37.6888,-38.1452,-32.9466,-38.3531,-32.4023,-31.9483,-48.9454,-37.5947,-42.1077,-44.7193,-42.0206,-36.0713,-38.2575,-35.0307,-34.0476,-28.935,-39.0481,-36.9443,-36.637,-45.991,-46.6599,-34.944,-35.5106,-32.3614,-35.0865,-40.0974,-43.9788,-43.5385,-42.8115,-40.4693,-45.9672,-51.5518,-27.9432,-32.1384,-43.136,-39.0588,-30.612,-34.1036,-39.4323,-34.9618,-29.6304,-37.1964,-34.5295,-44.4533,-31.6026,-34.9334,-41.4108,-40.4399,-33.2381,-42.0253,-38.2847,-41.4967,-27.3569,-42.0952,-53.3769,-42.6975,-39.7698,-38.9558,-37.6004,-40.3303,-44.5318,-43.9876,-38.1945,-40.6449,-36.3223,-34.4811,-36.3509,-37.6268,-32.608,-37.8732,-31.9174,-30.0877,-35.2562,-29.8102,-38.4319,-38.3353,-33.6859,-39.5822,-42.6936
-4191.54,0.7264,0.245328,4,15,0,4197.99,73.1985,29.1705,198.407,57.6847,72.1618,82.0238,20.691,56.9326,22.7925,111.756,151.322,33.7484,208.168,0.339282,0.0537849,0.146787,0.157987,0.197299,0.18303,0.105035,0.0658492,0.295704,0.154723,0.0827291,0.0639469,0.196374,0.0277108,-1.45137,0.943424,-34.1677,-36.7052,-32.2251,-47.1321,-39.7491,-39.5312,-39.0185,-48.5926,-38.8779,-35.1701,-49.0806,-38.6261,-39.084,-36.1608,-41.2905,-48.3306,-43.1713,-34.4706,-41.1773,-42.2726,-35.6522,-40.6297,-44.5421,-39.9906,-39.8984,-33.1942,-32.6696,-38.5362,-42.0185,-32.9327,-32.2767,-38.3683,-38.0823,-32.6777,-39.2487,-32.7961,-32.0454,-48.7106,-37.3564,-42.5098,-45.2353,-42.3935,-36.1813,-38.0984,-35.0474,-33.7506,-29.9495,-39.7139,-37.001,-37.2233,-46.2512,-46.5586,-34.4364,-35.1092,-32.5538,-35.2539,-39.8284,-43.8251,-44.7855,-42.8239,-40.2091,-46.5649,-51.0784,-28.0058,-32.2968,-42.6739,-39.6767,-31.2685,-34.157,-39.8492,-34.318,-30.0772,-37.2541,-35.3544,-45.5507,-31.0046,-34.6629,-42.0683,-40.8943,-32.9257,-42.5351,-38.2382,-41.1507,-26.6868,-42.6728,-52.4851,-42.7369,-39.188,-39.2955,-38.2462,-40.2419,-44.6213,-44.0223,-38.6153,-41.0655,-36.6587,-34.2453,-36.6005,-37.48,-32.7715,-37.9142,-32.1141,-30.1824,-35.1505,-30.3328,-38.2266,-38.5095,-33.8826,-39.4288,-42.7227
-4198.42,0.76172,0.245328,4,15,0,4210.66,81.36,32.5379,210.382,46.4338,81.2294,64.723,21.6634,54.7571,13.0519,105.873,141.155,29.9932,229.798,0.297652,0.0523305,0.160561,0.160744,0.267788,0.205052,0.0175888,0.0638087,0.33699,0.320469,0.135985,0.0684363,0.150136,0.00915549,-1.96499,1.66479,-35.2101,-37.6112,-31.9092,-48.6026,-40.7152,-40.9242,-38.6725,-49.2288,-38.0556,-35.8082,-48.7469,-37.158,-40.0151,-36.8636,-42.2564,-48.9785,-43.2409,-35.1906,-40.4624,-44.9588,-34.5448,-41.5607,-45.1942,-40.6985,-41.1391,-32.7953,-32.8698,-38.0255,-42.7356,-32.5346,-32.0981,-38.1875,-37.5015,-32.7698,-38.7491,-33.1816,-27.4174,-48.8302,-37.8365,-43.4538,-44.8132,-40.773,-35.1242,-38.0836,-34.5376,-33.9557,-30.0645,-38.7587,-35.937,-36.229,-45.0286,-46.9662,-34.3306,-36.0878,-32.7264,-35.0607,-39.7148,-45.0591,-44.4103,-43.7408,-41.2774,-46.7773,-50.7157,-28.1464,-31.228,-43.2575,-39.983,-31.8959,-34.569,-34.1832,-33.6535,-30.4055,-37.6271,-34.6322,-45.5936,-31.3603,-34.7895,-41.7224,-40.0265,-33.3829,-43.1954,-38.686,-40.7742,-26.7006,-41.9003,-53.2436,-42.0956,-39.9312,-38.9043,-37.1737,-39.9853,-44.9545,-44.4986,-38.3583,-40.4994,-36.6216,-35.1317,-37.7445,-37.6349,-32.9725,-37.3144,-32.5602,-31.0412,-35.2368,-30.028,-38.3962,-38.3204,-33.8709,-39.26,-41.8585
-4202.64,0.928986,0.245328,4,15,0,4213.59,88.118,31.7006,208.732,51.38,76.1203,62.4825,22.8846,54.2642,13.5421,106.774,149.195,26.3673,237.002,0.274395,0.0455639,0.137878,0.174467,0.236569,0.221796,0.0408852,0.071932,0.332341,0.34034,0.107214,0.0624394,0.124525,0.0256935,-1.95547,1.62388,-35.373,-37.4102,-31.7637,-49.5031,-41.085,-40.6806,-38.9867,-49.5044,-38.0411,-35.3684,-48.6781,-35.9051,-40.1793,-37.4436,-42.8613,-49.5514,-43.4816,-35.3613,-40.3652,-46.4596,-34.276,-41.7103,-45.3313,-40.9718,-41.5165,-32.8098,-33.4403,-37.8473,-42.9935,-32.2313,-31.8393,-38.1091,-37.5962,-32.8982,-38.8237,-32.8788,-27.7539,-49.9076,-38.2556,-43.5623,-45.6454,-40.8408,-35.0472,-37.7093,-34.6225,-33.9449,-29.6246,-38.4312,-36.4027,-36.1379,-45.0082,-46.9139,-34.4454,-36.5193,-32.3944,-34.7231,-39.6181,-44.9153,-44.3611,-43.4596,-41.1903,-46.4412,-51.0939,-27.7577,-31.7847,-42.6573,-39.5629,-32.0859,-34.752,-35.3287,-34.164,-30.4523,-37.9228,-34.5015,-45.7087,-31.8319,-35.4377,-41.1501,-40.1788,-33.4824,-42.7632,-38.6525,-40.839,-26.9935,-41.6008,-53.0574,-42.9606,-41.3499,-38.6271,-37.2834,-39.701,-44.5477,-44.03,-37.9406,-40.1249,-36.3667,-35.04,-37.8519,-37.4083,-32.5654,-37.1877,-32.3472,-31.4046,-34.913,-30.3856,-38.3438,-37.9292,-33.4802,-39.0789,-42.2612
-4198.92,0.907242,0.245328,4,15,0,4221.21,85.0441,29.9585,202.623,45.5068,74.3071,67.032,23.6758,52.8382,13.5897,109.036,146.345,27.5418,257.964,0.271792,0.0243146,0.132333,0.18765,0.250906,0.212499,0.0456159,0.0571568,0.334214,0.285097,0.120624,0.0621854,0.125711,0.0147757,-1.78484,1.05573,-35.5302,-37.3986,-32.0695,-49.5804,-41.3646,-40.6351,-39.4276,-49.243,-38.0426,-35.0632,-48.6305,-36.1824,-40.2978,-37.2105,-42.1928,-49.2692,-43.6996,-35.3684,-39.9401,-46.1873,-34.2986,-41.4926,-45.0615,-40.9562,-41.2081,-32.6923,-33.373,-38.006,-42.7603,-32.1176,-31.908,-38.241,-37.7249,-32.7266,-38.9531,-32.6184,-28.0254,-49.6304,-37.4879,-42.8061,-46.0521,-41.0546,-35.0613,-37.6296,-34.8082,-34.0717,-29.3544,-38.6009,-36.7964,-36.6583,-45.3636,-46.6991,-34.4948,-36.2276,-32.398,-34.787,-39.8747,-44.665,-43.1816,-43.3301,-41.2314,-46.3551,-51.0287,-27.7507,-31.8982,-42.6286,-39.4544,-31.7828,-34.4122,-35.7756,-34.5009,-30.4084,-38.1308,-34.4365,-45.4131,-31.4396,-35.2868,-41.2095,-40.4433,-33.2454,-42.6157,-38.4937,-40.9719,-27.4772,-42.3542,-52.794,-43.117,-40.7166,-38.5671,-37.4154,-39.9526,-44.8436,-44.2004,-37.9034,-40.5779,-36.4538,-34.9948,-37.5957,-37.4607,-32.4689,-37.252,-32.0348,-31.1784,-34.6894,-30.4633,-38.3892,-38.2081,-33.6101,-39.0119,-42.527
-4192.68,0.99658,0.245328,4,15,0,4208.26,72.3152,29.0171,195.258,45.6864,73.4504,71.9655,23.8991,53.6286,13.8574,112.2,145.848,29.754,257.853,0.289679,0.0558451,0.1233,0.179347,0.296541,0.221781,0.0337615,0.0397964,0.308109,0.26893,0.104388,0.0726348,0.117358,0.0235903,-1.7782,0.961014,-35.2849,-36.9572,-31.9306,-48.6535,-41.1431,-39.9356,-39.1195,-49.9073,-38.1901,-35.181,-48.626,-36.5256,-39.7408,-36.9218,-41.6584,-49.0094,-43.7996,-35.037,-40.3966,-44.5949,-34.4321,-41.7811,-44.1846,-40.3893,-40.8822,-33.0492,-33.4102,-38.3761,-43.079,-32.3325,-32.1773,-38.3991,-37.9248,-32.8879,-38.7646,-32.6311,-27.7661,-50.4752,-37.77,-42.5589,-46.2596,-41.2565,-35.4872,-37.7189,-34.8457,-33.9576,-29.3409,-39.0515,-36.929,-37.1335,-45.6704,-46.5901,-34.531,-36.0897,-32.5119,-34.9314,-39.5991,-43.9882,-43.2015,-43.4021,-40.9599,-46.7915,-50.8695,-27.7149,-31.8173,-42.9197,-39.3068,-31.1423,-34.0773,-35.2295,-33.917,-30.2795,-37.8225,-34.518,-45.713,-31.1279,-35.4207,-41.1819,-40.5476,-32.9839,-41.745,-38.3882,-40.9081,-27.1771,-42.3655,-52.5503,-42.9124,-40.1133,-38.9812,-37.4541,-40.2737,-45.1883,-44.7744,-38.0237,-40.5382,-36.7853,-34.9234,-36.684,-37.7895,-32.4916,-37.6423,-32.2872,-30.4756,-34.5876,-30.2731,-38.6989,-38.4529,-33.5625,-39.4135,-42.7063
-4202.97,0.672965,0.245328,4,15,0,4211.52,88.2213,28.8456,192.409,52.573,74.3024,81.3625,19.6793,55.1874,13.2954,102.582,148.028,32.9284,271.438,0.322441,0.042777,0.101839,0.176268,0.2904,0.232635,0.0306,0.052389,0.303032,0.194928,0.0855317,0.0604781,0.128712,0.0138479,-1.99613,1.51741,-34.8722,-36.7803,-31.7706,-47.3503,-41.245,-40.0711,-38.4863,-50.1726,-38.7182,-35.6313,-48.9383,-37.5769,-39.5762,-36.9506,-41.937,-48.5575,-43.5371,-34.6509,-41.0853,-42.3989,-34.8386,-41.2683,-44.6202,-40.9449,-41.0964,-33.521,-33.0039,-38.724,-42.8153,-32.8278,-32.1823,-38.6707,-37.7519,-32.8574,-38.8242,-33.1974,-28.4516,-48.1533,-38.0748,-42.4215,-45.6292,-41.7323,-35.4861,-37.5239,-35.0655,-33.7256,-30.3343,-39.4709,-36.5493,-37.5443,-45.8265,-46.9697,-34.4131,-36.0141,-32.8782,-35.1328,-39.3468,-43.093,-44.7827,-43.9581,-40.5788,-47.702,-50.6478,-27.8916,-32.2473,-43.1969,-39.6109,-31.4647,-34.2566,-35.0915,-33.1796,-30.5785,-37.4808,-34.8362,-46.0171,-30.9272,-35.3083,-41.9907,-40.7199,-33.1772,-42.5473,-38.503,-40.6253,-26.3727,-41.6735,-52.2372,-42.7766,-38.9666,-39.5382,-37.7418,-40.378,-45.1395,-45.2076,-38.2688,-40.4165,-36.952,-34.6868,-36.7693,-37.5677,-32.6736,-37.5738,-32.7498,-30.6336,-35.3184,-30.2708,-38.2964,-38.8305,-34.103,-39.1244,-42.7373
-4198.02,0.977148,0.245328,4,15,0,4217.15,74.3758,29.6636,187.418,46.9003,64.4078,69.7878,20.8993,48.5951,16.926,114.521,137.683,28.3421,276.562,0.331763,0.0264453,0.154398,0.128548,0.189679,0.227564,0.0716612,0.11325,0.359563,0.373876,0.103843,0.07557,0.167578,0.0198394,-1.9945,1.36205,-34.65,-36.4841,-32.2601,-47.8866,-39.8946,-39.8233,-38.3259,-48.9941,-38.0077,-35.8506,-48.7167,-37.3307,-38.9651,-36.8928,-40.6161,-48.7817,-44.0916,-35.1967,-41.2173,-43.7299,-35.7633,-41.2963,-44.5996,-41.0572,-40.1586,-33.1562,-33.4996,-38.7515,-42.657,-32.9865,-32.1983,-38.2263,-38.4152,-32.4627,-38.6506,-32.3666,-28.8918,-48.5165,-37.0275,-42.1876,-45.0098,-41.4414,-35.8157,-38.413,-35.3506,-34.0116,-29.7002,-39.4663,-36.9369,-36.7881,-45.5026,-46.2218,-34.4869,-35.2363,-32.8879,-35.1561,-40.4057,-44.4093,-41.9679,-43.2814,-41.0114,-45.6091,-51.1126,-28.2002,-31.881,-43.2002,-39.7667,-31.5795,-34.2952,-37.0868,-34.229,-30.2172,-37.3141,-35.0435,-44.3738,-30.2344,-35.4327,-41.8985,-40.6612,-32.8977,-42.2348,-38.4306,-41.7021,-27.5253,-42.9275,-52.5494,-42.6878,-39.6002,-39.2265,-37.7931,-40.7828,-44.9635,-44.4939,-38.3873,-41.5162,-36.6553,-34.5027,-36.821,-37.5034,-33.0242,-38.1164,-32.161,-30.586,-35.285,-30.2365,-38.3513,-38.5982,-33.6846,-39.715,-42.457
-4196.4,0.955824,0.245328,4,15,0,4209.79,64.2208,25.9241,185.08,56.9462,72.4758,61.289,19.6724,52.6579,12.0889,101.861,143.733,28.8949,107.229,0.314036,0.19524,0.217834,0.152524,0.165552,0.203125,0.0447369,0.0764418,0.268178,0.0914507,0.0608541,0.0414937,0.144391,0.0637461,-1.93443,1.06231,-34.6306,-38.1102,-31.8268,-47.8036,-40.2802,-40.7382,-39.0472,-48.0602,-40.2733,-35.8926,-49.7876,-37.7139,-39.8059,-36.8236,-41.6516,-50.3995,-43.3685,-35.055,-39.845,-41.6952,-35.0509,-41.7344,-44.9533,-40.1038,-40.7823,-33.7091,-33.3471,-38.5107,-42.5879,-32.4933,-32.5124,-38.1751,-37.7539,-33.3991,-38.6513,-32.9361,-28.748,-47.3147,-38.623,-42.9548,-44.8147,-41.6136,-35.5414,-37.8296,-35.3116,-34.0716,-28.6935,-39.3901,-36.5146,-36.5021,-46.2033,-47.0025,-35.182,-36.547,-32.407,-35.4753,-40.0064,-44.3864,-46.3561,-43.4096,-40.524,-46.5593,-51.8866,-27.9208,-31.9048,-43.2496,-39.6677,-30.874,-34.6395,-35.6651,-34.2259,-29.6936,-37.1025,-34.7996,-44.151,-31.8239,-33.3703,-41.8477,-39.6674,-33.8763,-42.404,-39.1888,-41.1981,-26.7847,-41.3797,-53.847,-42.2068,-37.7446,-39.3334,-37.2097,-39.8255,-44.5663,-44.0831,-38.5826,-40.5619,-36.7881,-35.0164,-36.7737,-37.8821,-32.9017,-38.1186,-32.4291,-30.6076,-35.0762,-29.9875,-38.6963,-38.5916,-34.2431,-39.6374,-43.076
-4200.11,0.932879,0.245328,4,15,0,4217.5,68.5334,28.1908,184.832,53.0458,67.2666,68.0765,20.3373,47.9537,25.1625,105.904,138.439,31.6404,232.579,0.296646,0.0451736,0.209916,0.130312,0.0940321,0.210089,0.10867,0.147611,0.386946,0.0565215,0.110364,0.0615396,0.0698259,0.0673504,-1.78752,0.763021,-34.0255,-37.1295,-32.3568,-47.501,-39.2204,-40.3432,-38.8364,-47.6601,-38.5345,-35.3623,-48.7885,-36.5396,-39.0337,-37.3848,-41.1374,-50.0531,-42.9639,-35.0322,-40.2876,-42.7916,-34.5778,-40.4441,-45.0719,-40.0208,-39.9053,-33.6436,-34.354,-38.2718,-41.719,-33.0785,-32.1769,-38.1359,-38.1133,-32.5469,-39.7521,-32.6485,-30.9489,-47.8063,-36.4059,-42.7292,-44.4281,-41.4777,-35.9477,-38.423,-35.0272,-34.3342,-29.0232,-39.2991,-36.8923,-37.0286,-45.4383,-46.4873,-34.6652,-35.1401,-32.4911,-35.3832,-41.0403,-44.8168,-42.3961,-43.7776,-40.9617,-46.3395,-51.383,-27.9698,-31.7301,-43.7521,-39.913,-31.7531,-34.4641,-39.3157,-35.6334,-29.9511,-38.3378,-34.9909,-43.4458,-30.5608,-34.3735,-42.6514,-40.3976,-33.2397,-43.1519,-38.6664,-42.238,-28.6521,-44.1036,-52.37,-42.5036,-40.5447,-39.1288,-37.8255,-40.6389,-45.142,-44.2922,-38.4817,-42.3219,-36.8277,-35.1589,-38.0133,-37.3856,-32.7133,-38.0059,-31.8772,-31.0137,-35.3892,-31.0307,-38.2955,-38.8597,-33.8314,-39.2929,-42.5603
