lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,log_lik.103,log_lik.104,log_lik.105,log_lik.106,log_lik.107,log_lik.108,log_lik.109,log_lik.110
# Adaptation terminated
# Step size = 0.285945
# Diagonal elements of inverse mass matrix:
# 0.047283, 0.00808208, 0.0267171, 0.0192037, 0.00799352, 0.0141784, 0.016759, 0.00549323, 0.0383427, 0.0386746, 0.0347925, 0.0114097, 0.200294, 0.0201165, 0.197517, 0.0430466, 0.0163944, 0.0832728, 0.0371985, 0.0534652, 0.113465, 0.0492986, 0.0650308, 0.158671, 0.0409211, 0.0256407, 0.089196, 0.0233717, 0.140292
-4223.94,0.910645,0.285945,4,15,0,4239.19,60.1603,35.214,191.217,43.989,56.7252,65.1832,21.7545,48.8293,19.2099,118.81,124.018,29.0554,231.019,0.119047,-1.23368,-0.947405,-1.35682,-1.75709,-1.93448,-1.5848,-0.918203,-1.70575,-1.02578,-0.937362,-1.07989,-0.997613,-1.45361,-1.46455,0.6712,0.291218,0.387746,0.257479,0.172546,0.144499,0.204989,0.399236,0.181636,0.358516,0.39166,0.339633,0.368759,0.233725,-34.9727,-39.1927,-32.3113,-53.6302,-40.587,-36.6801,-41.1999,-45.7161,-39.044,-36.043,-49.3698,-37.1569,-40.1572,-38.1799,-39.1239,-49.5146,-44.2732,-36.4182,-40.5287,-45.7937,-34.404,-44.0331,-43.4853,-39.4065,-39.4156,-32.9785,-33.827,-39.0573,-42.7144,-33.0841,-32.687,-39.5889,-38.7356,-33.2638,-39.6931,-32.9491,-28.9879,-50.8786,-37.0713,-43.1432,-45.5093,-41.5844,-35.1657,-37.7278,-34.8868,-33.2392,-32.3484,-39.5474,-39.6884,-36.5622,-45.3535,-46.279,-34.1393,-34.615,-32.3973,-35.5615,-39.7087,-45.2178,-42.1245,-43.4038,-41.9697,-47.1498,-50.0883,-28.2422,-31.729,-41.2659,-39.6056,-32.2723,-35.1507,-42.6665,-34.0394,-30.6237,-37.9202,-36.2515,-45.896,-30.0858,-33.1354,-41.4461,-41.4368,-32.115,-38.8429,-39.6732,-41.9412,-27.3081,-44.0168,-52.1662,-43.7262,-42.7303,-39.0966,-36.6768,-40.438,-44.3389,-43.1707,-38.8714,-42.0111,-37.9323,-34.43,-34.1108,-39.5108,-33.5605,-37.9413,-31.91,-30.812,-32.8454,-30.6447,-41.6276,-38.2678,-33.5884,-42.3243,-43.7665
-4210.2,0.996915,0.285945,4,15,0,4233.55,72.6848,31.4504,184.948,47.5761,64.0512,45.745,21.345,47.9627,17.0345,149.517,115.315,29.7125,98.949,0.121559,-1.15014,-1.10375,-1.33301,-1.21864,-1.70726,-1.4568,-0.99352,-1.65465,-1.24828,-0.480817,-1.20728,-1.46857,-1.79721,-1.26059,0.361379,0.316594,0.331626,0.263683,0.295632,0.181362,0.232982,0.370271,0.191159,0.286998,0.618278,0.299009,0.230254,0.165761,-35.5423,-39.981,-33.5441,-48.634,-39.1723,-36.8791,-40.3917,-45.8501,-40.1726,-35.4397,-49.626,-38.7028,-39.8666,-37.6601,-38.204,-49.7475,-44.2357,-35.7168,-40.587,-43.9223,-34.4373,-43.6698,-42.9095,-39.7989,-39.609,-32.975,-33.4417,-38.4347,-42.974,-32.2983,-32.6251,-39.0578,-38.3562,-33.1073,-39.5597,-32.0506,-28.3263,-50.4747,-38.8403,-44.0031,-45.5071,-41.5144,-34.8925,-37.4068,-34.7359,-33.6953,-30.2934,-39.0949,-38.4204,-37.0287,-46.0066,-45.5909,-34.5172,-36.7567,-32.6132,-35.563,-40.3146,-47.1758,-43.9253,-42.991,-42.1824,-47.0826,-51.9886,-28.2422,-31.1842,-41.8967,-39.4144,-32.0047,-35.3612,-40.5006,-33.648,-30.7493,-37.9149,-35.7975,-44.698,-31.5244,-33.7059,-41.6703,-40.8603,-32.713,-38.2554,-39.2951,-42.334,-27.438,-43.9743,-53.5564,-43.4908,-40.3097,-38.7412,-36.5453,-39.7095,-44.6511,-43.3114,-38.4533,-41.9678,-37.9447,-33.586,-34.0566,-39.0381,-33.9616,-38.0467,-31.8053,-30.9308,-33.2896,-30.6424,-40.8637,-38.4218,-33.2506,-42.0321,-44.5442
-4217.54,0.880852,0.285945,4,15,0,4232.64,85.9737,29.6107,189.901,59.0886,59.9967,59.2284,24.8314,51.0473,21.1849,104.194,124.99,29.3798,116.941,0.140017,-0.474962,-0.938574,-1.14719,-1.20093,-1.36169,-1.59537,-0.699906,-1.53693,-0.919763,-0.921604,-1.05511,-1.46355,-1.56986,-1.22594,0.410045,0.621909,0.391185,0.317529,0.300914,0.256227,0.202834,0.496632,0.215041,0.398614,0.397881,0.348153,0.231412,0.208074,-34.5058,-39.4428,-33.9164,-48.2487,-39.5294,-36.1002,-40.5915,-46.8226,-40.2897,-34.9758,-49.5547,-38.6987,-39.2492,-37.1854,-39.158,-48.6905,-44.028,-34.7041,-41.0314,-42.0927,-34.9942,-43.7062,-42.3316,-39.5904,-39.2403,-33.013,-32.7684,-38.9403,-43.3843,-31.9891,-33.1584,-39.1103,-39.9617,-33.4119,-39.2316,-32.6542,-31.1013,-52.491,-37.7647,-42.8038,-46.6261,-42.1744,-35.9348,-38.6459,-35.7152,-32.7902,-31.2842,-39.8549,-39.8358,-37.5858,-46.639,-46.5129,-34.3682,-35.3935,-32.2638,-35.845,-39.394,-46.1995,-44.2204,-42.3014,-41.1513,-47.189,-52.7151,-27.6228,-32.0804,-42.2139,-38.7988,-31.9153,-35.217,-41.6777,-33.1064,-30.0256,-37.5636,-36.1922,-46.8336,-31.6109,-35.0759,-41.0968,-41.3453,-32.5242,-37.7364,-39.0959,-42.3709,-27.0238,-43.4616,-53.8532,-44.5984,-39.5851,-39.2005,-37.5767,-40.151,-44.1063,-43.285,-38.7326,-41.6493,-37.7682,-33.1279,-34.6067,-39.4943,-33.7793,-38.1333,-31.558,-30.8382,-33.4363,-30.4178,-41.1318,-38.3902,-33.2332,-42.362,-44.2168
-4218.35,0.998397,0.285945,4,15,0,4229.93,62.0235,29.4629,217.022,58.9703,63.4666,58.2501,30.6076,52.658,17.2492,160.744,132.586,30.0145,187.637,0.123981,-1.56378,-1.23669,-1.32481,-1.58348,-1.8365,-1.56655,-0.225503,-1.68066,-1.17112,-0.224554,-1.11317,-1.0493,-1.23906,-0.950761,0.578131,0.209343,0.290342,0.265853,0.205259,0.159374,0.208763,0.798115,0.186252,0.310018,0.798872,0.328517,0.350182,0.289656,-35.0668,-39.303,-33.1532,-51.9816,-40.5659,-37.3593,-40.6997,-46.2941,-39.4146,-35.6956,-49.79,-37.0164,-40.3312,-38.0414,-39.1077,-50.2682,-44.273,-36.4575,-40.6086,-47.1616,-33.9068,-44.3557,-43.2107,-39.4273,-40.1188,-32.7501,-33.4155,-38.3758,-42.9671,-32.7758,-32.4843,-39.1873,-38.4495,-33.2767,-39.5621,-32.2101,-29.8688,-51.8901,-37.9159,-44.0445,-44.8487,-41.4735,-35.2842,-37.5485,-34.451,-32.7561,-31.378,-39.0964,-39.1265,-36.2592,-45.7738,-45.8562,-33.8668,-34.9984,-32.1534,-35.4608,-39.1703,-46.9175,-43.538,-42.6564,-41.5476,-47.1108,-50.1385,-27.7285,-31.5993,-40.9236,-39.2793,-31.8663,-35.53,-41.9782,-33.0763,-30.55,-37.7932,-36.4387,-46.774,-31.121,-33.9646,-41.134,-41.6006,-31.5797,-38.5861,-38.987,-41.814,-27.1351,-43.5965,-54.3035,-44.4365,-42.7163,-38.6257,-36.7728,-39.614,-43.6204,-42.5467,-38.2478,-41.1891,-37.5521,-34.2859,-34.2003,-39.008,-33.6176,-37.591,-31.7077,-30.3102,-32.947,-30.7065,-41.208,-37.5629,-32.739,-42.3283,-43.8143
-4211.59,0.917374,0.285945,4,15,0,4229.34,79.4598,26.304,176.108,56.1685,59.0673,51.7027,20.1289,47.3169,18.8626,103.828,134.628,25.4578,125.884,0.128007,-0.695036,-1.26654,-1.38855,-1.42168,-1.57149,-1.35626,-1.32026,-1.56476,-1.03528,-0.929604,-0.953778,-1.44637,-1.53186,-1.34162,0.397627,0.499056,0.281806,0.249438,0.241309,0.207736,0.257621,0.267065,0.209137,0.355126,0.39471,0.385283,0.235424,0.216134,-34.4189,-38.918,-33.3763,-49.8269,-39.7702,-36.207,-41.3119,-46.9203,-39.9212,-35.43,-49.7225,-37.6386,-39.7809,-37.317,-39.1077,-49.8224,-44.057,-35.2631,-40.9805,-43.4215,-34.4964,-44.453,-42.1752,-39.6034,-39.5169,-33.1655,-33.8792,-38.6487,-44.0726,-32.3748,-33.3179,-38.7369,-39.0971,-33.8346,-39.6513,-32.4983,-30.1722,-52.3789,-38.6174,-44.217,-45.2488,-41.3642,-35.7526,-37.9743,-34.9777,-32.9493,-29.9212,-39.5236,-38.8016,-36.5912,-45.8829,-46.4549,-34.5523,-36.045,-32.3424,-36.074,-39.6491,-45.6623,-43.5957,-42.3272,-41.6286,-45.752,-52.1774,-27.5335,-31.6436,-41.9357,-39.1954,-32.165,-35.8171,-40.9757,-32.6111,-30.4033,-37.7325,-36.0601,-46.0505,-32.0944,-35.4953,-40.3925,-40.5225,-32.7381,-36.8856,-39.8411,-42.5238,-26.557,-42.3124,-52.9016,-43.7858,-39.6277,-39.1918,-36.6521,-39.6491,-43.5129,-42.6892,-38.775,-40.9276,-37.9307,-34.1978,-35.0537,-40.0695,-33.7417,-38.4996,-32.0314,-31.5341,-33.5664,-30.6283,-42.0127,-37.7348,-33.5216,-42.8486,-43.7338
-4209.82,0.998325,0.285945,4,15,0,4223.12,75.3337,28.2332,178.178,55.3216,60.1219,47.5087,18.2094,48.4668,19.9474,109.128,126.125,24.4578,138.429,0.120875,-1.01928,-1.19478,-1.3812,-1.48052,-1.51027,-1.4368,-1.33333,-1.50535,-0.963073,-0.952107,-0.918682,-1.39654,-1.47748,-1.28938,0.279803,0.360856,0.30277,0.251276,0.22752,0.220851,0.237686,0.263598,0.221939,0.381718,0.385927,0.399044,0.247452,0.228212,-34.1398,-39.1241,-33.4029,-50.2688,-39.8887,-36.2698,-41.3295,-46.5793,-39.6112,-35.365,-49.8025,-37.3555,-39.8708,-37.6168,-38.7986,-49.9801,-43.9927,-35.3459,-40.4764,-43.6764,-34.3608,-43.6694,-42.3692,-39.8082,-39.134,-33.2617,-33.7504,-38.8631,-43.4829,-32.4824,-33.181,-39.1992,-39.3282,-33.8013,-39.6308,-32.7881,-29.4549,-50.5816,-38.9072,-44.2148,-45.8946,-40.9781,-35.3923,-38.4291,-34.8598,-32.8356,-30.8005,-39.7166,-38.7552,-36.3045,-45.9504,-46.3513,-34.3434,-36.0311,-32.4153,-36.29,-39.6831,-46.0401,-44.456,-42.3796,-41.6619,-45.3545,-52.1288,-28.0747,-32.0334,-41.6409,-39.6648,-32.6174,-36.0549,-40.0511,-32.7138,-30.4196,-37.5061,-36.5367,-46.8223,-32.3513,-34.7214,-40.9525,-40.946,-32.7872,-37.4784,-39.7715,-42.1379,-26.275,-42.3688,-53.336,-43.4784,-40.5447,-39.339,-36.7188,-39.8179,-43.426,-42.4847,-38.9829,-41.1638,-38.1196,-33.9626,-34.9981,-39.6703,-34.1894,-38.4232,-32.2331,-31.4922,-33.5352,-30.468,-41.4667,-37.7075,-33.5445,-42.3188,-43.5909
-4206.2,0.863585,0.285945,4,15,0,4219.75,53.0621,26.8698,191.695,51.8466,62.826,65.2043,21.9216,46.5643,15.8297,116.893,115.428,31.353,152.625,0.115247,-1.44615,-1.3658,-1.29166,-1.18307,-1.744,-1.26344,-1.10127,-1.64098,-1.3214,-0.804357,-1.32218,-1.19515,-1.28234,-1.26866,0.266999,0.235474,0.255177,0.274814,0.306336,0.174819,0.28268,0.332448,0.193791,0.266761,0.447375,0.266555,0.302658,0.277387,-36.523,-39.0117,-32.6866,-48.7195,-39.6938,-37.6385,-39.9169,-46.2393,-39.7633,-36.1703,-49.8553,-38.2372,-40.0617,-37.9717,-39.6808,-50.8345,-44.14,-36.2624,-40.5039,-44.2144,-34.7254,-44.5261,-43.328,-39.6759,-40.592,-33.7751,-34.6638,-38.3164,-43.6621,-32.802,-33.3394,-38.653,-38.0932,-33.7488,-39.9333,-32.5757,-30.6652,-50.3161,-36.9858,-44.4005,-44.6643,-41.7384,-35.2179,-37.2498,-34.4898,-34.1806,-30.0475,-39.1953,-38.4182,-37.0608,-45.2867,-46.3491,-34.9438,-35.5293,-32.8217,-35.8511,-40.4351,-45.6207,-43.563,-42.8576,-41.8887,-46.4592,-50.4447,-28.1034,-30.8276,-41.6483,-39.183,-30.6736,-35.3411,-42.0153,-34.6597,-31.0014,-37.6926,-35.3968,-43.779,-31.3307,-33.5861,-40.9511,-40.1881,-32.7993,-37.8893,-39.2778,-42.3543,-27.3458,-43.4815,-51.513,-42.9893,-41.2144,-38.7971,-36.072,-39.7567,-44.3207,-43.2079,-38.6485,-41.5556,-38.4553,-34.4982,-34.1913,-39.5073,-33.3108,-38.0658,-32.1402,-30.1195,-33.4294,-31.0075,-41.2078,-38.2294,-32.864,-41.9113,-43.5605
-4209.57,0.915623,0.285945,4,15,0,4220.49,81.8781,31.2634,197.661,54.5308,69.4434,48.6794,20.2236,56.7885,22.4933,125.349,133.24,25.8521,147.504,0.125269,-0.863333,-1.06584,-1.25214,-1.10695,-1.52968,-1.54432,-0.997448,-1.3951,-0.726527,-0.515121,-0.978437,-1.24437,-1.50095,-1.09758,0.327139,0.421754,0.344437,0.285893,0.330567,0.216604,0.213456,0.368819,0.247809,0.483586,0.597429,0.375898,0.288124,0.222919,-34.0064,-39.9328,-32.766,-47.422,-40.1902,-36.1675,-39.1976,-45.5748,-40.1633,-36.1998,-49.3774,-37.4927,-39.5403,-38.1117,-38.9863,-50.1511,-43.5032,-35.5071,-41.8916,-43.9156,-33.9851,-43.3349,-41.7412,-39.6245,-39.3064,-33.8337,-33.5976,-39.0873,-43.2537,-32.5414,-33.3114,-40.1034,-39.034,-33.4744,-38.8911,-32.9599,-29.413,-50.8902,-37.5126,-43.6031,-45.632,-41.1634,-35.023,-38.4117,-34.8241,-33.6226,-31.342,-39.7653,-38.1955,-36.6849,-46.1051,-46.3541,-34.5757,-35.505,-32.861,-35.9547,-40.2323,-45.867,-46.2783,-43.2717,-41.2553,-47.1844,-51.434,-28.3478,-32.4739,-41.7136,-39.3536,-31.7971,-35.7033,-39.4156,-33.5658,-30.905,-36.9826,-36.6587,-45.6976,-31.9466,-34.6002,-41.1158,-40.3322,-33.1767,-38.0529,-39.2339,-42.8396,-26.8274,-42.7457,-52.8155,-43.6004,-41.2657,-38.9239,-36.8581,-40.0706,-44.4208,-43.3989,-38.7604,-41.5197,-37.8586,-33.7848,-34.3831,-39.3892,-34.0538,-38.0788,-32.1528,-30.7786,-33.5784,-29.9026,-41.0592,-38.3107,-33.2666,-42.2989,-43.4017
-4206.25,0.924204,0.285945,4,15,0,4218.75,57.7471,27.0602,183.972,57.9226,66.2169,58.947,21.2569,53.754,14.0826,133.238,137.534,27.7592,142.646,0.13693,-1.17395,-1.24951,-1.24518,-1.16828,-1.59649,-1.44524,-1.12755,-1.53266,-0.914214,-0.877319,-0.985868,-1.21359,-1.16851,-1.07659,0.293499,0.309145,0.286644,0.287888,0.310903,0.202607,0.23569,0.323825,0.21596,0.400832,0.415897,0.373115,0.297128,0.310829,-34.4475,-39.5754,-33.0403,-47.6536,-40.3093,-36.6679,-39.4269,-46.8895,-40.1967,-36.55,-49.6588,-38.2566,-39.5749,-37.9648,-38.8654,-50.9705,-44.565,-35.8153,-42.1092,-43.5778,-34.2587,-44.2932,-42.256,-39.4276,-38.9762,-33.6775,-34.1718,-38.9267,-43.6961,-32.4256,-32.9299,-39.0148,-39.2265,-33.0765,-38.4187,-31.9613,-30.9891,-53.4098,-37.1835,-42.5854,-46.8719,-41.4598,-35.2647,-38.266,-34.8902,-33.1905,-29.7142,-39.6246,-39.184,-36.8349,-46.567,-45.7583,-34.227,-34.7824,-32.1659,-35.6341,-39.7668,-46.5478,-43.7703,-43.1352,-41.1466,-47.5554,-51.2704,-27.6391,-31.3444,-41.6932,-38.8157,-31.0516,-34.7096,-41.7666,-33.4801,-30.3713,-36.6924,-35.973,-46.7006,-30.8719,-34.6848,-40.759,-40.9052,-31.9468,-37.193,-39.0665,-42.4804,-27.5554,-43.805,-53.2753,-44.0107,-40.9147,-38.787,-36.8662,-40.1401,-44.6573,-43.667,-38.4016,-41.6526,-37.2154,-34.2562,-34.4943,-39.6064,-33.2785,-38.1969,-31.3509,-30.1462,-32.7578,-29.783,-41.5055,-38.4589,-32.9737,-42.5573,-44.1667
-4208.92,0.944437,0.285945,4,15,0,4220.57,80.1132,28.1895,182.742,71.5136,60.4953,54.0909,22.8815,44.6049,20.4916,133.072,113.574,26.0346,164.312,0.135848,-0.788156,-1.19175,-1.29791,-0.824073,-1.87878,-1.60476,-0.762905,-1.75029,-0.902684,-0.689017,-1.2181,-1.29267,-1.65169,-1.23274,0.352501,0.454682,0.30369,0.273102,0.438641,0.152776,0.200939,0.46631,0.173724,0.40548,0.502069,0.295791,0.274537,0.191725,-34.2289,-40.351,-32.9757,-47.3715,-39.4565,-36.4614,-38.2554,-46.7916,-39.9468,-36.3089,-49.7831,-38.2526,-40.196,-39.0902,-37.8774,-50.4789,-44.0375,-36.4229,-40.9183,-44.9694,-34.7063,-43.7936,-42.7739,-39.4,-39.0207,-33.6367,-34.2805,-38.6958,-42.8903,-33.0933,-32.6908,-39.5574,-37.9539,-33.2326,-39.5961,-31.921,-30.1422,-51.3381,-38.0086,-42.7171,-44.5863,-41.3396,-34.7431,-36.9327,-34.8762,-33.0733,-30.5382,-39.2178,-38.6123,-36.7005,-45.5072,-46.0455,-34.4231,-35.3385,-32.4602,-35.6059,-39.4074,-47.2155,-42.7492,-43.2336,-42.2949,-47.3132,-50.9034,-27.6145,-31.2197,-41.5729,-39.1709,-31.7776,-35.2269,-42.9204,-32.9178,-30.6796,-37.7233,-36.1918,-45.201,-30.1942,-34.1137,-41.1161,-41.1374,-31.9605,-38.1016,-39.5148,-41.9438,-26.8683,-43.045,-52.1427,-43.9728,-42.606,-39.1407,-36.3909,-40.3723,-44.6161,-43.6268,-38.6734,-41.3689,-37.6319,-33.9799,-34.6796,-39.3487,-33.6925,-38.1091,-31.4909,-31.2953,-32.9626,-30.9246,-41.2625,-38.5946,-33.1841,-42.4374,-44.2114
-4211.99,0.833027,0.285945,4,15,0,4224.81,55.2734,23.3576,168.392,67.142,56.8146,54.4211,20.7778,48.7579,13.0986,126.788,156.814,28.3029,150.638,0.106348,-1.42649,-1.47416,-1.44402,-0.872419,-1.67716,-1.58545,-1.21097,-1.55299,-1.20769,-0.599027,-0.679296,-1.35091,-1.24006,-1.21505,0.288268,0.24015,0.22897,0.235978,0.417939,0.186904,0.204856,0.297908,0.211615,0.298887,0.549346,0.506974,0.259004,0.289368,-35.815,-39.9808,-33.5426,-46.4115,-39.689,-37.234,-40.3883,-46.9398,-40.3009,-35.9087,-49.9171,-38.0729,-39.6781,-37.993,-38.7583,-51.1115,-44.8667,-35.3928,-41.6997,-42.9107,-34.5267,-45.2758,-42.6379,-40.0058,-39.887,-33.5793,-34.4234,-38.7703,-44.1013,-32.3839,-33.2756,-38.5312,-39.3632,-33.4701,-39.5965,-31.8225,-30.1087,-51.1045,-36.6593,-44.0318,-45.7854,-41.4561,-35.1958,-37.9936,-35.0062,-33.3646,-29.1389,-39.5929,-39.5237,-37.2847,-45.9251,-45.9483,-34.4987,-35.2982,-32.5947,-36.0439,-39.9407,-45.0678,-43.4566,-42.4564,-41.281,-46.1164,-51.3877,-27.4743,-31.9271,-41.8691,-38.8348,-30.7937,-35.1351,-41.03,-33.0891,-30.5886,-37.2907,-36.4177,-45.9135,-30.4581,-34.4859,-40.6999,-41.0362,-32.2343,-36.7432,-39.8684,-42.271,-27.1233,-43.5186,-52.4721,-43.8892,-39.1894,-39.039,-36.6005,-40.0322,-43.9413,-43.1196,-38.5449,-41.6443,-38.0989,-35.0206,-34.7638,-40.2361,-33.2319,-38.0439,-31.6055,-30.8967,-33.0752,-30.4154,-42.276,-38.1787,-33.3187,-42.749,-44.1729
-4210,0.97637,0.285945,4,15,0,4223.85,86.2468,28.4037,195.572,42.6229,62.0618,47.4105,25.202,46.9591,23.217,118.121,108.943,27.2631,140.077,0.119399,-0.698576,-1.24222,-1.25645,-1.60784,-1.78363,-1.51044,-0.883329,-1.71138,-1.07702,-0.877492,-1.40018,-1.29828,-1.61175,-1.3657,0.440211,0.497293,0.288742,0.284662,0.20032,0.168028,0.220812,0.413405,0.180616,0.340608,0.415824,0.246553,0.273001,0.199537,-34.2971,-39.8907,-32.6614,-52.5252,-39.3796,-37.0486,-40.8337,-45.6598,-39.5568,-35.452,-49.4614,-37.5279,-40.0604,-37.9368,-38.9866,-49.9791,-44.0104,-36.2739,-40.1475,-44.7728,-34.5499,-43.6195,-42.4635,-39.2957,-39.5358,-32.9407,-33.8379,-38.7155,-42.7487,-32.4821,-32.8238,-39.4126,-38.1711,-33.6003,-39.7026,-32.5537,-28.7053,-50.7224,-38.1768,-44.0929,-44.8872,-41.8108,-35.1438,-37.0514,-34.6704,-33.6153,-30.5535,-39.1556,-38.707,-36.8319,-45.4021,-46.2174,-34.539,-36.1867,-32.3877,-35.6901,-40.1537,-46.2268,-43.0691,-43.0981,-42.5577,-46.9207,-51.0173,-27.8978,-31.195,-41.5099,-39.544,-32.0602,-35.8423,-39.8847,-34.0507,-30.6076,-38.4448,-35.6601,-44.0372,-31.4748,-33.4392,-41.2289,-40.5406,-32.8007,-38.7936,-39.4801,-42.3855,-27.5385,-43.3391,-51.9179,-43.7738,-41.3655,-38.831,-36.6866,-39.6819,-44.3015,-43.1642,-38.5597,-41.4822,-38.1468,-33.9781,-34.4879,-39.0754,-33.818,-38.1387,-32.017,-31.1292,-33.3755,-31.1798,-41.0553,-38.1178,-33.0531,-41.9608,-44.2227
-4210.33,0.911841,0.285945,4,15,0,4221.38,58.8884,26.2853,182.224,52.6383,60.0484,61.5049,20.7453,51.7711,12.0352,131.855,155.289,29.1895,157.257,0.0965723,-1.51095,-1.29668,-1.37027,-1.00883,-1.72568,-1.21919,-1.21717,-1.5026,-1.02651,-0.562982,-0.809891,-1.25067,-1.06753,-1.23516,0.307664,0.2207,0.273438,0.254037,0.364645,0.178053,0.295469,0.296067,0.22255,0.358255,0.569508,0.444907,0.286314,0.343856,-35.1701,-38.9402,-33.2683,-46.9736,-40.5386,-36.9662,-40.3539,-45.9861,-40.4673,-36.5435,-49.9396,-38.0744,-39.7756,-37.7501,-38.969,-51.2635,-44.7514,-35.6697,-42.1293,-43.0121,-34.3398,-44.5985,-42.3995,-40.2111,-40.1309,-33.9934,-34.8165,-38.7246,-43.7678,-32.2645,-33.3102,-38.7422,-39.0723,-33.528,-39.15,-32.3692,-29.3627,-50.1958,-36.6679,-44.1359,-46.0786,-41.5466,-35.0957,-37.752,-34.7261,-34.1467,-29.7589,-39.5261,-38.9932,-37.3546,-46.1152,-46.0344,-34.761,-35.7735,-32.9487,-35.8535,-40.6836,-44.5901,-44.5553,-42.7114,-40.8571,-46.4117,-50.8893,-28.1404,-32.1589,-41.518,-39.1002,-30.7362,-35.3226,-40.4994,-34.0572,-30.8927,-36.8776,-35.8489,-44.8874,-31.02,-33.9018,-41.1139,-40.709,-32.9964,-37.3458,-39.4737,-42.7512,-27.5257,-43.7239,-52.5659,-43.6837,-39.4576,-38.8044,-36.4531,-39.8821,-44.2333,-43.1231,-38.5468,-41.9352,-38.4053,-34.7363,-33.9158,-39.8259,-33.4161,-38.0193,-32.119,-30.4096,-33.4235,-30.1084,-41.6804,-38.2159,-32.9893,-42.3162,-43.9752
-4212.1,0.878238,0.285945,4,15,0,4225.42,82.0271,29.2848,204.602,55.2562,68.6595,43.9739,22.7345,49.3856,24.6425,115.307,111.541,28.6132,141.149,0.124184,-1.08627,-1.27028,-1.28776,-1.35773,-1.64223,-1.55047,-1.21568,-1.68825,-1.10759,-1.08292,-1.38669,-1.3631,-1.70415,-1.46626,0.289962,0.337471,0.280754,0.275889,0.257243,0.193548,0.212148,0.296507,0.184842,0.330356,0.338604,0.249901,0.255866,0.181927,-34.3136,-40.1998,-33.1004,-50.1044,-39.0017,-36.8359,-40.0824,-46.0285,-39.4631,-35.1922,-49.4355,-37.8173,-40.0441,-38.5795,-39.5022,-50.4014,-43.7603,-36.2425,-40.2394,-45.4852,-34.496,-43.4859,-42.4185,-39.3454,-39.3318,-32.9099,-34.1357,-38.3196,-42.7745,-32.4343,-32.8,-39.2775,-38.339,-33.623,-39.9615,-32.7647,-29.0248,-51.283,-39.1789,-44.4424,-45.8375,-41.4695,-35.0509,-37.5147,-34.3955,-33.3202,-30.6708,-38.9685,-38.4975,-36.6639,-45.4891,-46.2157,-34.2376,-36.789,-32.1492,-35.7723,-39.8741,-47.3693,-44.3458,-42.916,-42.584,-46.8933,-51.2888,-28.1083,-31.3451,-41.4304,-39.5407,-32.1855,-36.1142,-39.3206,-33.6992,-30.4669,-38.3667,-35.9634,-45.5537,-32.3374,-33.8622,-41.2384,-40.6811,-32.8661,-38.4402,-39.4148,-42.0814,-27.2326,-43.0932,-52.9635,-43.9829,-42.8177,-38.6918,-36.6902,-39.4929,-44.1082,-42.966,-38.4271,-41.2646,-38.0748,-33.9132,-34.8923,-39.0099,-33.8909,-37.9182,-32.052,-31.1734,-33.4838,-31.2937,-40.8951,-37.9216,-32.9337,-41.8126,-44.1435
